,Unnamed: 0,Common name / Scientific,Length,Recordist,Date,Time,Country,Location,Elev. (m),Type,Remarks,Actions,Cat.nr.,copyright,filename,download url,Common,ID,Order,Family,Genus,Epithet,Species,CommonES,Status,XCRecordings,VoucherMUSM-Orn,Priority,TIME,file_location
51835,273224,Yellow-olive Flatbill (Tolmomyias sulphurescens mixtus),1:48,Felipe Arantes,2021-08-13,08:00,Brazil,Tapirapé Aquirí National Forest,220,"call, song","bird-seen:no
playback-used:no
 [sono]",ABCDE,XC672648,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC672648 - Yellow-olive Flatbill - Tolmomyias sulphurescens mixtus.mp3,/672648/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,108,./cosmos_data/Yellow-olive Flatbill/XC672648 - Yellow-olive Flatbill - Tolmomyias sulphurescens mixtus.mp3
51836,273225,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:42,JAYRSON ARAUJO DE OLIVEIRA,2021-08-24,6:47,Brazil,"Setor  Samambaia, mata seca, perto da UFG-Agronomia, Goiânia-Goiás",750,"adult, call, sex uncertain, song","bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC670416,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC670416 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/670416/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,42,./cosmos_data/Yellow-olive Flatbill/XC670416 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51837,273226,Yellow-olive Flatbill (Tolmomyias sulphurescens),1:02,Odirlei Vieira da Fonseca,2013-04-18,17:00,Brazil,"Reserva Ecológica dos Petroleiros, Tinguá,  Nova Iguaçu, RJ",140,"adult, sex uncertain, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC668733,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC668733 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/668733/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,62,./cosmos_data/Yellow-olive Flatbill/XC668733 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51838,273227,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:35,Robson Silva e Silva,2021-06-01,16:00,Brazil,"Córrego Bebedouro, Patrocínio, Minas Gerais state",1000,"adult, call","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC658443,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC658443 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/658443/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,35,./cosmos_data/Yellow-olive Flatbill/XC658443 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51839,273228,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:33,JAYRSON ARAUJO DE OLIVEIRA,2021-06-11,9:44,Brazil,"Goiânia, Goiás, Fazenda Lageado",900,"adult, call, sex uncertain","bird-seen:no
playback-used:yes
  [also]
[sono]",ABCDE,XC656086,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC656086 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/656086/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,33,./cosmos_data/Yellow-olive Flatbill/XC656086 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51840,273229,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:56,JAYRSON ARAUJO DE OLIVEIRA,2021-05-05,7:08,Brazil,"Setor  Samambaia, mata seca, perto da UFG-Agronomia, Goiânia-Goiás",750,"adult, sex uncertain, song","bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC645747,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC645747 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/645747/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,56,./cosmos_data/Yellow-olive Flatbill/XC645747 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51843,273232,Yellow-olive Flatbill (Tolmomyias sulphurescens),1:57,Dante Buzzetti,2021-02-18,16:31,Bolivia,"Achira,Samaipata,Santa Cruz","1,830",call,"DCB 821-1a
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC628854,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC628854 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/628854/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,117,./cosmos_data/Yellow-olive Flatbill/XC628854 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51844,273233,Yellow-olive Flatbill (Tolmomyias sulphurescens),2:34,Dante Buzzetti,2021-02-18,16:00,Bolivia,"Achira,Samaipata,Santa Cruz",1830,call,"DCB 820-16
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC627074,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC627074 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/627074/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,154,./cosmos_data/Yellow-olive Flatbill/XC627074 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51845,273234,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:31,JAYRSON ARAUJO DE OLIVEIRA,2021-03-04,6:59,Brazil,"Setor  Samambaia, mata seca, perto da UFG-Agronomia, Goiânia-Goiás",750,"adult, sex uncertain, song","bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC626232,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC626232 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/626232/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,31,./cosmos_data/Yellow-olive Flatbill/XC626232 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51847,273236,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:03,Dante Buzzetti,2019-02-25,12:18,Brazil,"Estação Ecológica de Murici,Murici,Alagoas",550,"call,subsong","DCB 755-3g
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC616609,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC616609 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/616609/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,3,./cosmos_data/Yellow-olive Flatbill/XC616609 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51849,273238,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:12,JAYRSON ARAUJO DE OLIVEIRA,2020-12-04,7:00,Brazil,"Aparecida de Goiânia, Goiás - Serra das areias",1000,"adult, alarm call, sex uncertain","bird-seen:no
playback-used:no
 [sono]",ABCDE,XC607971,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC607971 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/607971/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,12,./cosmos_data/Yellow-olive Flatbill/XC607971 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51850,273239,Yellow-olive Flatbill (Tolmomyias sulphurescens),1:14,Jerome Fischer,2020-11-20,09:00,Brazil,"Reserva Natural Palmarí, Rio Javarí, AM",80,call,"bird-seen:yes
playback-used:yes
 [sono]",ABCDE,XC607029,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC607029 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/607029/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,74,./cosmos_data/Yellow-olive Flatbill/XC607029 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51851,273240,Yellow-olive Flatbill (Tolmomyias sulphurescens),1:15,Odirlei Vieira da Fonseca,2020-10-23,09:30,Brazil,"Reserva Biológica do Tinguá, Nova Iguaçu, RJ",400,"adult, sex uncertain, song","bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC598740,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC598740 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/598740/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,75,./cosmos_data/Yellow-olive Flatbill/XC598740 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51852,273241,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:40,Jerome Fischer,2020-10-12,08:00,Brazil,"Reserva Natural Palmarí, Rio Javarí, AM",80,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC595492,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC595492 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/595492/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,40,./cosmos_data/Yellow-olive Flatbill/XC595492 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51854,273243,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:12,Mauricio Cuellar Ramirez (@Birding.travel),2020-09-25,14:30,Colombia,"Finca San Jorge, Morelia/Caquetá",240,"sex uncertain, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC591186,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC591186 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/591186/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,12,./cosmos_data/Yellow-olive Flatbill/XC591186 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51855,273244,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:11,Mauricio Cuellar Ramirez (@Birding.travel),2020-09-25,14:30,Colombia,"Finca San Jorge, Morelia/Caquetá",240,"sex uncertain, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC591185,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC591185 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/591185/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,11,./cosmos_data/Yellow-olive Flatbill/XC591185 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51856,273245,Yellow-olive Flatbill (Tolmomyias sulphurescens),2:42,Gabriel Mello,2020-09-04,08:30,Brazil,"Tijuca National Park, Rio de Janeiro, RJ",600,"call, duet, life stage uncertain, sex uncertain","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC586970,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC586970 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/586970/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,162,./cosmos_data/Yellow-olive Flatbill/XC586970 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51857,273246,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:43,Ciro Albano,2020-08-18,09:00,Brazil,"Road to Remanso, Lençóis, Chapada Diamantina, BA",480,"adult, call, sex uncertain, song","bird-seen:yes
playback-used:yes
 [sono]",ABCDE,XC583955,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC583955 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/583955/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,43,./cosmos_data/Yellow-olive Flatbill/XC583955 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51858,273247,Yellow-olive Flatbill (Tolmomyias sulphurescens),2:34,Ciro Albano,2020-07-14,08:30,Brazil,"Mata do Charme, Boa Nova-BA, Bahia",800,"adult, call, sex uncertain, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC576570,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC576570 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/576570/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,154,./cosmos_data/Yellow-olive Flatbill/XC576570 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51859,273248,Yellow-olive Flatbill (Tolmomyias sulphurescens sulphurescens),0:53,Arthur Gomes,2020-06-13,10:00,Brazil,"Serra dos Cocais, Valinhos, São Paulo",800,"adult, sex uncertain, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC568518,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC568518 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3,/568518/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,53,./cosmos_data/Yellow-olive Flatbill/XC568518 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3
51860,273249,Yellow-olive Flatbill (Tolmomyias sulphurescens sulphurescens),0:26,Arthur Gomes,2020-06-13,10:00,Brazil,"Serra dos Cocais, Valinhos, São Paulo",800,"adult, sex uncertain, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC568517,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC568517 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3,/568517/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,26,./cosmos_data/Yellow-olive Flatbill/XC568517 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3
51861,273250,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:24,JAYRSON ARAUJO DE OLIVEIRA,2020-06-05,6:54,Brazil,"Nerópolis, Goiás-Fundação Paulo de Tarso",850,"adult, sex uncertain, song","bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC567709,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC567709 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/567709/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,24,./cosmos_data/Yellow-olive Flatbill/XC567709 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51862,273251,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:15,Jerome Fischer,2020-05-03,08:00,Colombia,"Mana Dulce, Cundinamarca",380,call,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC557252,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC557252 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/557252/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,15,./cosmos_data/Yellow-olive Flatbill/XC557252 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51863,273252,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:31,Caio Brito,2020-01-24,11:30,Brazil,Mata de Cipó de Boa Nova,830,canto,"bird-seen:yes
playback-used:yes
  [also]
[sono]",ABCDE,XC556649,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC556649 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/556649/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,31,./cosmos_data/Yellow-olive Flatbill/XC556649 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51864,273253,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:36,Caio Brito,2019-05-25,11:15,Brazil,RPPN Volta Velha - Trilhas,15,canto,"bird-seen:yes
playback-used:yes
 [sono]",ABCDE,XC556647,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC556647 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/556647/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,36,./cosmos_data/Yellow-olive Flatbill/XC556647 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51865,273254,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:29,Caio Brito,2018-05-12,09:10,Brazil,PE da Cantareira - Núcleo Cabuçu,800,canto,"bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC556642,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC556642 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/556642/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,29,./cosmos_data/Yellow-olive Flatbill/XC556642 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51866,273255,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:35,JAYRSON ARAUJO DE OLIVEIRA,2020-04-27,7:23,Brazil,"Reserva do Setor Sítio de Recreio Caraíbas-Goiânia, Goiás",750,"juvenile, sex uncertain, song","bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC552803,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC552803 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/552803/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,35,./cosmos_data/Yellow-olive Flatbill/XC552803 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51867,273256,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:07,Dante Buzzetti,2007-07-09,7:08,Brazil,"Rio Pixaim,Poconé,Mato Grosso",120,call,"DCB 580-16h
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC550397,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC550397 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/550397/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,7,./cosmos_data/Yellow-olive Flatbill/XC550397 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
