IN FILE,CLIP LENGTH,OFFSET,DURATION,MAX FREQ,MIN FREQ,SAMPLE RATE,MANUAL ID,TIME_SPENT,LAST MOD BY,CONFIDENCE,RETIRED,COUNTED
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,44.8011,1.7298,24000,0,48000,White-vented Shama,141.864,spres 07/25/2022-16:21:48,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,48.4108,0.66,24000,0,48000,White-vented Shama,141.864,spres 07/25/2022-16:21:48,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,54.2604,4.1998,24000,0,48000,White-vented Shama,141.864,spres 07/25/2022-16:21:49,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,52.3306,0.6099,24000,0,48000,White-vented Shama,141.864,spres 07/25/2022-16:21:49,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,53.5605,0.5299,24000,0,48000,White-vented Shama,141.864,spres 07/25/2022-16:21:49,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,1.0299,1.6299,24000,0,48000,White-vented Shama,90.949,<Siloux_Admin> 07/20/2022-16:54:06,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,5.8096,5.2997,24000,0,48000,White-vented Shama,90.949,<Siloux_Admin> 07/20/2022-16:54:06,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,14.0291,0.6899,24000,0,48000,White-vented Shama,90.949,<Siloux_Admin> 07/20/2022-16:54:06,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,15.179,0.8499,24000,0,48000,White-vented Shama,90.949,<Siloux_Admin> 07/20/2022-16:54:06,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,17.8188,1.5199,24000,0,48000,White-vented Shama,90.949,<Siloux_Admin> 07/20/2022-16:54:06,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,21.5886,0.6599,24000,0,48000,White-vented Shama,90.949,<Siloux_Admin> 07/20/2022-16:54:06,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,24.8684,7.0895,24000,0,48000,White-vented Shama,90.949,<Siloux_Admin> 07/20/2022-16:54:06,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,34.1078,1.7998,24000,0,48000,White-vented Shama,90.949,<Siloux_Admin> 07/20/2022-16:54:06,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,37.4775,5.2097,24000,0,48000,White-vented Shama,90.949,<Siloux_Admin> 07/20/2022-16:54:06,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,44.8071,1.8498,24000,0,48000,White-vented Shama,90.949,<Siloux_Admin> 07/20/2022-16:54:06,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,48.1968,0.97,24000,0,48000,White-vented Shama,90.949,<Siloux_Admin> 07/20/2022-16:54:06,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,50.7267,0.31,24000,0,48000,White-vented Shama,90.949,<Siloux_Admin> 07/20/2022-16:54:06,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,52.2766,6.1096,24000,0,48000,White-vented Shama,90.949,<Siloux_Admin> 07/20/2022-16:54:06,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,1.0724,1.5349,24000,0,48000,White-vented Shama,94.357,vanessa 07/20/2022-23:11:40,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,6.4821,4.5897,24000,0,48000,White-vented Shama,94.357,vanessa 07/20/2022-23:11:40,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,17.7713,1.5599,24000,0,48000,White-vented Shama,94.357,vanessa 07/20/2022-23:11:40,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,24.8809,1.9398,24000,0,48000,White-vented Shama,94.357,vanessa 07/20/2022-23:11:40,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,27.1707,3.2698,24000,0,48000,White-vented Shama,94.357,vanessa 07/20/2022-23:11:40,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,34.1603,1.8498,24000,0,48000,White-vented Shama,94.357,vanessa 07/20/2022-23:11:40,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,37.62,5.0697,24000,0,48000,White-vented Shama,94.357,vanessa 07/20/2022-23:11:40,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,44.7696,1.8298,24000,0,48000,White-vented Shama,94.357,vanessa 07/20/2022-23:11:40,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,48.4193,0.75,24000,0,48000,White-vented Shama,94.357,vanessa 07/20/2022-23:11:40,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,54.2089,4.2398,24000,0,48000,White-vented Shama,94.357,vanessa 07/20/2022-23:11:40,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,15.1765,0.8899,24000,0,48000,White-vented Shama,94.357,vanessa 07/20/2022-23:11:40,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,1.0424,1.6199,24000,0,48000,White-vented Shama,73.898,robert 07/25/2022-23:55:53,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,6.4721,4.5997,24000,0,48000,White-vented Shama,73.898,robert 07/25/2022-23:55:53,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,15.1415,0.8899,24000,0,48000,White-vented Shama,73.898,robert 07/25/2022-23:55:53,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,17.8913,1.4099,24000,0,48000,bird,73.898,robert 07/25/2022-23:55:53,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,21.6411,0.5899,24000,0,48000,bird,73.898,robert 07/25/2022-23:55:53,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,34.1503,1.7398,24000,0,48000,bird,73.898,robert 07/25/2022-23:55:53,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,24.8709,2.0498,24000,0,48000,bird,73.898,robert 07/25/2022-23:55:53,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,28.5906,3.2798,24000,0,48000,bird,73.898,robert 07/25/2022-23:55:53,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,52.4506,5.7696,24000,0,48000,White-vented Shama,284.423,asdfasfdasdfasdfasdfasfd 07/25/2022-23:58:20,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,1.0839,1.5899,24000,0,48000,White-vented Shama,284.423,asdfasfdasdfasdfasdfasfd 07/25/2022-23:58:20,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,6.5076,4.5597,24000,0,48000,White-vented Shama,284.423,asdfasfdasdfasdfasdfasfd 07/25/2022-23:58:20,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,14.1631,1.8898,24000,0,48000,White-vented Shama,284.423,asdfasfdasdfasdfasdfasfd 07/25/2022-23:58:20,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,17.8528,1.4999,24000,0,48000,White-vented Shama,284.423,asdfasfdasdfasdfasdfasfd 07/25/2022-23:58:20,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,21.5966,0.7199,24000,0,48000,White-vented Shama,284.423,asdfasfdasdfasdfasdfasfd 07/25/2022-23:58:20,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,24.8884,7.0395,24000,0,48000,White-vented Shama,284.423,asdfasfdasdfasdfasdfasfd 07/25/2022-23:58:20,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,34.1298,1.7698,24000,0,48000,White-vented Shama,284.423,asdfasfdasdfasdfasdfasfd 07/25/2022-23:58:20,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,37.5255,2.2299,24000,0,48000,White-vented Shama,284.423,asdfasfdasdfasdfasdfasfd 07/25/2022-23:58:20,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,39.8654,2.8498,24000,0,48000,White-vented Shama,284.423,asdfasfdasdfasdfasdfasfd 07/25/2022-23:58:20,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,44.7851,1.8898,24000,0,48000,White-vented Shama,284.423,asdfasfdasdfasdfasdfasfd 07/25/2022-23:58:20,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,48.4048,0.78,24000,0,48000,White-vented Shama,284.423,asdfasfdasdfasdfasdfasfd 07/25/2022-23:58:20,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,50.6947,0.32,24000,0,48000,White-vented Shama,284.423,asdfasfdasdfasdfasdfasfd 07/25/2022-23:58:20,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,0.8799,1.6399,24000,0,48000,White-vented Shama,103.485,idhumphrey 07/26/2022-00:07:20,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,6.4496,4.7097,24000,0,48000,White-vented Shama,103.485,idhumphrey 07/26/2022-00:07:20,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,14.0491,0.7199,24000,0,48000,bird,103.485,idhumphrey 07/26/2022-00:07:20,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,15.169,1.1699,24000,0,48000,bird,103.485,idhumphrey 07/26/2022-00:07:20,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,17.8288,1.4099,24000,0,48000,White-vented Shama,103.485,idhumphrey 07/26/2022-00:07:20,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,21.5986,0.5899,24000,0,48000,White-vented Shama,103.485,idhumphrey 07/26/2022-00:07:20,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,24.8384,1.9598,24000,0,48000,White-vented Shama,103.485,idhumphrey 07/26/2022-00:07:21,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,27.1782,4.8297,24000,0,48000,White-vented Shama,103.485,idhumphrey 07/26/2022-00:07:21,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,34.2378,1.7198,24000,0,48000,White-vented Shama,103.485,idhumphrey 07/26/2022-00:07:21,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,37.6175,1.8199,24000,0,48000,White-vented Shama,103.485,idhumphrey 07/26/2022-00:07:21,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,39.7774,3.0898,24000,0,48000,White-vented Shama,103.485,idhumphrey 07/26/2022-00:07:21,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,44.6571,2.1298,24000,0,48000,White-vented Shama,103.485,idhumphrey 07/26/2022-00:07:21,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,48.1968,0.83,24000,0,48000,White-vented Shama,103.485,idhumphrey 07/26/2022-00:07:21,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,50.7567,0.33,24000,0,48000,bird,103.485,idhumphrey 07/26/2022-00:07:21,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,52.3066,6.0696,24000,0,48000,White-vented Shama,103.485,idhumphrey 07/26/2022-00:07:21,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,1.2668,1.3601,24000,0,48000,bird,154.971,fcq 07/26/2022-00:10:24,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,6.6273,1.6202,24000,0,48000,bird,154.972,fcq 07/26/2022-00:10:24,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,8.7142,0.57,24000,0,48000,bird,154.972,fcq 07/26/2022-00:10:24,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,9.8976,1.0901,24000,0,48000,bird,154.972,fcq 07/26/2022-00:10:24,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,15.0481,1.0201,24000,0,48000,bird,154.972,fcq 07/26/2022-00:10:24,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,14.1181,0.57,24000,0,48000,bird,154.972,fcq 07/26/2022-00:10:24,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,21.5988,0.62,24000,0,48000,bird,154.972,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,17.8084,1.5202,24000,0,48000,bird,154.972,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,24.9958,1.6902,24000,0,48000,bird,154.972,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,29.1995,1.3102,24000,0,48000,bird,154.972,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,34.25,1.6702,24000,0,48000,bird,154.972,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,38.3571,0.9101,24000,0,48000,bird,154.972,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,41.5407,1.1101,24000,0,48000,bird,154.972,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,44.8311,1.8601,24000,0,48000,bird,154.972,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,48.5114,0.4601,24000,0,48000,bird,154.972,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,57.919,0.4601,24000,0,48000,bird,154.972,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,1.2668,1.3601,24000,0,48000,bird,158.807,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,6.6273,1.6202,24000,0,48000,bird,158.808,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,8.7142,0.57,24000,0,48000,bird,158.808,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,9.8976,1.0901,24000,0,48000,bird,158.808,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,15.0481,1.0201,24000,0,48000,bird,158.808,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,14.1181,0.57,24000,0,48000,bird,158.808,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,21.5988,0.62,24000,0,48000,bird,158.808,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,17.8084,1.5202,24000,0,48000,bird,158.808,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,24.9958,1.6902,24000,0,48000,bird,158.808,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,29.1995,1.3102,24000,0,48000,bird,158.808,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,34.25,1.6702,24000,0,48000,bird,158.808,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,38.3571,0.9101,24000,0,48000,bird,158.808,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,41.5407,1.1101,24000,0,48000,bird,158.808,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,44.8311,1.8601,24000,0,48000,bird,158.808,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,48.5114,0.4601,24000,0,48000,bird,158.808,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,57.919,0.4601,24000,0,48000,bird,158.808,fcq 07/26/2022-00:10:25,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,1.0074,1.7549,24000,0,48000,White-vented Shama,210.789,allen 07/26/2022-00:11:31,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,6.4771,4.5497,24000,0,48000,White-vented Shama,210.789,allen 07/26/2022-00:11:31,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,15.1165,0.89,24000,0,48000,White-vented Shama,210.789,allen 07/26/2022-00:11:31,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,17.7463,1.5599,24000,0,48000,White-vented Shama,210.789,allen 07/26/2022-00:11:31,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,21.6461,0.5699,24000,0,48000,White-vented Shama,210.789,allen 07/26/2022-00:11:32,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,24.8859,5.5896,24000,0,48000,White-vented Shama,210.789,allen 07/26/2022-00:11:32,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,34.3153,1.5798,24000,0,48000,White-vented Shama,210.789,allen 07/26/2022-00:11:32,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,37.945,4.9497,24000,0,48000,White-vented Shama,210.789,allen 07/26/2022-00:11:32,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,44.8046,1.8398,24000,0,48000,White-vented Shama,210.789,allen 07/26/2022-00:11:32,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,48.3943,0.62,24000,0,48000,White-vented Shama,210.789,allen 07/26/2022-00:11:32,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,52.3241,6.2496,24000,0,48000,White-vented Shama,210.789,allen 07/26/2022-00:11:32,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,50.6942,0.28,24000,0,48000,bird,210.789,allen 07/26/2022-00:11:32,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,1.0474,1.6499,24000,0,48000,White-vented Shama,211.729,emcmwong 07/26/2022-00:17:19,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,6.5071,4.6097,24000,0,48000,White-vented Shama,211.729,emcmwong 07/26/2022-00:17:19,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,14.0966,0.8799,24000,0,48000,White-vented Shama,211.729,emcmwong 07/26/2022-00:17:19,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,15.2165,0.8699,24000,0,48000,White-vented Shama,211.729,emcmwong 07/26/2022-00:17:19,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,17.7863,1.4899,24000,0,48000,White-vented Shama,211.729,emcmwong 07/26/2022-00:17:19,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,21.5961,0.6799,24000,0,48000,White-vented Shama,211.729,emcmwong 07/26/2022-00:17:19,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,24.8859,1.9498,24000,0,48000,White-vented Shama,211.729,emcmwong 07/26/2022-00:17:19,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,27.1757,4.3397,24000,0,48000,White-vented Shama,211.729,emcmwong 07/26/2022-00:17:19,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,34.1453,1.7798,24000,0,48000,White-vented Shama,211.729,emcmwong 07/26/2022-00:17:19,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,37.835,1.6799,24000,0,48000,White-vented Shama,211.729,emcmwong 07/26/2022-00:17:19,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,39.8349,1.1099,24000,0,48000,White-vented Shama,211.729,emcmwong 07/26/2022-00:17:19,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,41.2348,1.5199,24000,0,48000,White-vented Shama,211.73,emcmwong 07/26/2022-00:17:19,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,44.7146,1.9298,24000,0,48000,White-vented Shama,211.73,emcmwong 07/26/2022-00:17:19,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,48.3743,0.7,24000,0,48000,White-vented Shama,211.73,emcmwong 07/26/2022-00:17:19,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,50.7042,0.38,24000,0,48000,bird,211.73,emcmwong 07/26/2022-00:17:19,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,52.2841,0.8499,24000,0,48000,White-vented Shama,211.73,emcmwong 07/26/2022-00:17:19,0.577908,false,0
XC23899_-_White-vented_Shama_-_Copsychus_niger.mp3,61.1034,53.584,4.8397,24000,0,48000,White-vented Shama,211.73,emcmwong 07/26/2022-00:17:19,0.577908,false,0
XC163810_-_Silvery-flanked_Antwren_-_Myrmotherula_luctuosa.mp3,19.6373,0.084,2.9997,24000,0,44100,Silvery-flanked Antwren,51.123,spres 06/30/2022-00:18:11,0.421112,false,0
XC163810_-_Silvery-flanked_Antwren_-_Myrmotherula_luctuosa.mp3,19.6373,1.9138,5.7394,24000,0,44100,Silvery-flanked Antwren,51.123,spres 06/30/2022-00:18:11,0.421112,false,0
XC163810_-_Silvery-flanked_Antwren_-_Myrmotherula_luctuosa.mp3,19.6373,7.7032,1.9698,24000,0,44100,bird,51.123,spres 06/30/2022-00:18:11,0.421112,false,0
XC163810_-_Silvery-flanked_Antwren_-_Myrmotherula_luctuosa.mp3,19.6373,10.4929,0.37,24000,0,44100,bird,51.123,spres 06/30/2022-00:18:11,0.421112,false,0
XC163810_-_Silvery-flanked_Antwren_-_Myrmotherula_luctuosa.mp3,19.6373,11.5428,1.2699,24000,0,44100,bird,51.123,spres 06/30/2022-00:18:11,0.421112,false,0
XC163810_-_Silvery-flanked_Antwren_-_Myrmotherula_luctuosa.mp3,19.6373,13.6126,0.8999,24000,0,44100,bird,51.123,spres 06/30/2022-00:18:11,0.421112,false,0
XC163810_-_Silvery-flanked_Antwren_-_Myrmotherula_luctuosa.mp3,19.6373,15.7824,2.3697,24000,0,44100,Silvery-flanked Antwren,51.123,spres 06/30/2022-00:18:11,0.421112,false,0
XC163810_-_Silvery-flanked_Antwren_-_Myrmotherula_luctuosa.mp3,19.6373,18.2721,1.0599,24000,0,44100,bird,51.123,spres 06/30/2022-00:18:11,0.421112,false,0
