,FOLDER,IN FILE,CLIP LENGTH,CHANNEL,OFFSET,DURATION,SAMPLE RATE,MANUAL ID,CONFIDENCE,y
318,.\cosmos_data\Cosmos_data,XC101564 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis_15.wav,63.921632653061216,0,15.0,3.0,44100,Zonotrichia capensis,0.7211961783161451,9
319,.\cosmos_data\Cosmos_data,XC101564 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis_18.wav,63.921632653061216,0,18.0,3.0,44100,Zonotrichia capensis,0.7211961783161451,9
320,.\cosmos_data\Cosmos_data,XC101564 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis_21.wav,63.921632653061216,0,21.0,3.0,44100,no bird,0.0,10
321,.\cosmos_data\Cosmos_data,XC101564 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis_24.wav,63.921632653061216,0,24.0,3.0,44100,Zonotrichia capensis,0.8356395270497574,9
322,.\cosmos_data\Cosmos_data,XC101564 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis_27.wav,63.921632653061216,0,27.0,3.0,44100,no bird,0.0,10
323,.\cosmos_data\Cosmos_data,XC101564 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis_30.wav,63.921632653061216,0,30.0,3.0,44100,Zonotrichia capensis,0.8618688241126772,9
324,.\cosmos_data\Cosmos_data,XC101564 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis_33.wav,63.921632653061216,0,33.0,3.0,44100,no bird,0.0,10
325,.\cosmos_data\Cosmos_data,XC101564 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis_36.wav,63.921632653061216,0,36.0,3.0,44100,Zonotrichia capensis,1.0,9
326,.\cosmos_data\Cosmos_data,XC101564 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis_39.wav,63.921632653061216,0,39.0,3.0,44100,Zonotrichia capensis,1.0,9
327,.\cosmos_data\Cosmos_data,XC101564 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis_42.wav,63.921632653061216,0,42.0,3.0,44100,no bird,0.0,10
328,.\cosmos_data\Cosmos_data,XC101564 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis_45.wav,63.921632653061216,0,45.0,3.0,44100,no bird,0.0,10
329,.\cosmos_data\Cosmos_data,XC101564 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis_48.wav,63.921632653061216,0,48.0,3.0,44100,Zonotrichia capensis,0.8609809916918583,9
330,.\cosmos_data\Cosmos_data,XC101564 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis_51.wav,63.921632653061216,0,51.0,3.0,44100,no bird,0.0,10
331,.\cosmos_data\Cosmos_data,XC101564 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis_54.wav,63.921632653061216,0,54.0,3.0,44100,Zonotrichia capensis,0.809188542452261,9
332,.\cosmos_data\Cosmos_data,XC101564 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis_57.wav,63.921632653061216,0,57.0,3.0,44100,no bird,0.0,10
333,.\cosmos_data\Cosmos_data,XC101564 - Rufous-collared Sparrow - Zonotrichia capensis costaricensis_60.wav,63.921632653061216,0,60.0,3.0,44100,Zonotrichia capensis,0.8557212790631186,9
339,.\cosmos_data\Cosmos_data,XC101694 - Slate-throated Whitestart - Myioborus miniatus sanctaemartae_0.wav,23.013877551020414,0,0.0,3.0,44100,Myioborus miniatus,1.0,2
340,.\cosmos_data\Cosmos_data,XC101694 - Slate-throated Whitestart - Myioborus miniatus sanctaemartae_3.wav,23.013877551020414,0,3.0,3.0,44100,Myioborus miniatus,1.0,2
341,.\cosmos_data\Cosmos_data,XC101694 - Slate-throated Whitestart - Myioborus miniatus sanctaemartae_6.wav,23.013877551020414,0,6.0,3.0,44100,Myioborus miniatus,0.3616035343773526,2
342,.\cosmos_data\Cosmos_data,XC101694 - Slate-throated Whitestart - Myioborus miniatus sanctaemartae_9.wav,23.013877551020414,0,9.0,3.0,44100,Myioborus miniatus,0.4418174958068148,2
343,.\cosmos_data\Cosmos_data,XC101694 - Slate-throated Whitestart - Myioborus miniatus sanctaemartae_12.wav,23.013877551020414,0,12.0,3.0,44100,Myioborus miniatus,0.4418174958068148,2
344,.\cosmos_data\Cosmos_data,XC101694 - Slate-throated Whitestart - Myioborus miniatus sanctaemartae_15.wav,23.013877551020414,0,15.0,3.0,44100,no bird,0.0,10
345,.\cosmos_data\Cosmos_data,XC101694 - Slate-throated Whitestart - Myioborus miniatus sanctaemartae_18.wav,23.013877551020414,0,18.0,3.0,44100,Myioborus miniatus,0.8954266577765186,2
346,.\cosmos_data\Cosmos_data,XC101816 - Pale-breasted Thrush - Turdus leucomelas albiventer_0.wav,34.40326530612245,0,0.0,3.0,44100,Turdus leucomelas,1.0,7
347,.\cosmos_data\Cosmos_data,XC101816 - Pale-breasted Thrush - Turdus leucomelas albiventer_3.wav,34.40326530612245,0,3.0,3.0,44100,Turdus leucomelas,1.0,7
348,.\cosmos_data\Cosmos_data,XC101816 - Pale-breasted Thrush - Turdus leucomelas albiventer_6.wav,34.40326530612245,0,6.0,3.0,44100,no bird,0.0,10
349,.\cosmos_data\Cosmos_data,XC101816 - Pale-breasted Thrush - Turdus leucomelas albiventer_9.wav,34.40326530612245,0,9.0,3.0,44100,no bird,0.0,10
350,.\cosmos_data\Cosmos_data,XC101816 - Pale-breasted Thrush - Turdus leucomelas albiventer_12.wav,34.40326530612245,0,12.0,3.0,44100,no bird,0.0,10
351,.\cosmos_data\Cosmos_data,XC101816 - Pale-breasted Thrush - Turdus leucomelas albiventer_15.wav,34.40326530612245,0,15.0,3.0,44100,Turdus leucomelas,0.3714537151575768,7
352,.\cosmos_data\Cosmos_data,XC101816 - Pale-breasted Thrush - Turdus leucomelas albiventer_18.wav,34.40326530612245,0,18.0,3.0,44100,Turdus leucomelas,0.8494254285145824,7
353,.\cosmos_data\Cosmos_data,XC101816 - Pale-breasted Thrush - Turdus leucomelas albiventer_21.wav,34.40326530612245,0,21.0,3.0,44100,Turdus leucomelas,0.8494254285145824,7
354,.\cosmos_data\Cosmos_data,XC101816 - Pale-breasted Thrush - Turdus leucomelas albiventer_24.wav,34.40326530612245,0,24.0,3.0,44100,Turdus leucomelas,0.8762454350850064,7
355,.\cosmos_data\Cosmos_data,XC101816 - Pale-breasted Thrush - Turdus leucomelas albiventer_27.wav,34.40326530612245,0,27.0,3.0,44100,Turdus leucomelas,0.8762454350850064,7
356,.\cosmos_data\Cosmos_data,XC101816 - Pale-breasted Thrush - Turdus leucomelas albiventer_30.wav,34.40326530612245,0,30.0,3.0,44100,Turdus leucomelas,0.911040824644796,7
369,.\cosmos_data\Cosmos_data,XC102025 - Slate-throated Whitestart - Myioborus miniatus ballux_0.wav,36.1534693877551,0,0.0,3.0,44100,Myioborus miniatus,0.8278373458920331,2
370,.\cosmos_data\Cosmos_data,XC102025 - Slate-throated Whitestart - Myioborus miniatus ballux_3.wav,36.1534693877551,0,3.0,3.0,44100,Myioborus miniatus,0.8278373458920331,2
371,.\cosmos_data\Cosmos_data,XC102025 - Slate-throated Whitestart - Myioborus miniatus ballux_6.wav,36.1534693877551,0,6.0,3.0,44100,no bird,0.0,10
372,.\cosmos_data\Cosmos_data,XC102025 - Slate-throated Whitestart - Myioborus miniatus ballux_9.wav,36.1534693877551,0,9.0,3.0,44100,Myioborus miniatus,0.8959616607797761,2
373,.\cosmos_data\Cosmos_data,XC102025 - Slate-throated Whitestart - Myioborus miniatus ballux_12.wav,36.1534693877551,0,12.0,3.0,44100,Myioborus miniatus,1.0,2
374,.\cosmos_data\Cosmos_data,XC102025 - Slate-throated Whitestart - Myioborus miniatus ballux_15.wav,36.1534693877551,0,15.0,3.0,44100,Myioborus miniatus,1.0,2
375,.\cosmos_data\Cosmos_data,XC102025 - Slate-throated Whitestart - Myioborus miniatus ballux_18.wav,36.1534693877551,0,18.0,3.0,44100,no bird,0.0,10
376,.\cosmos_data\Cosmos_data,XC102025 - Slate-throated Whitestart - Myioborus miniatus ballux_21.wav,36.1534693877551,0,21.0,3.0,44100,Myioborus miniatus,0.8880960307471615,2
377,.\cosmos_data\Cosmos_data,XC102025 - Slate-throated Whitestart - Myioborus miniatus ballux_24.wav,36.1534693877551,0,24.0,3.0,44100,Myioborus miniatus,0.8880960307471615,2
378,.\cosmos_data\Cosmos_data,XC102025 - Slate-throated Whitestart - Myioborus miniatus ballux_27.wav,36.1534693877551,0,27.0,3.0,44100,no bird,0.0,10
379,.\cosmos_data\Cosmos_data,XC102025 - Slate-throated Whitestart - Myioborus miniatus ballux_30.wav,36.1534693877551,0,30.0,3.0,44100,Myioborus miniatus,0.9589441489721624,2
380,.\cosmos_data\Cosmos_data,XC102025 - Slate-throated Whitestart - Myioborus miniatus ballux_33.wav,36.1534693877551,0,33.0,3.0,44100,Myioborus miniatus,0.9589441489721624,2
483,.\cosmos_data\Cosmos_data,XC103462 - Green-backed Trogon - Trogon viridis_0.wav,44.17199546485261,0,0.0,3.0,44100,Trogon viridis,0.891881724101979,6
484,.\cosmos_data\Cosmos_data,XC103462 - Green-backed Trogon - Trogon viridis_3.wav,44.17199546485261,0,3.0,3.0,44100,Trogon viridis,0.6963695330331994,6
485,.\cosmos_data\Cosmos_data,XC103462 - Green-backed Trogon - Trogon viridis_6.wav,44.17199546485261,0,6.0,3.0,44100,Trogon viridis,0.7926904876365505,6
486,.\cosmos_data\Cosmos_data,XC103462 - Green-backed Trogon - Trogon viridis_9.wav,44.17199546485261,0,9.0,3.0,44100,no bird,0.0,10
487,.\cosmos_data\Cosmos_data,XC103462 - Green-backed Trogon - Trogon viridis_12.wav,44.17199546485261,0,12.0,3.0,44100,Trogon viridis,0.9106256102753832,6
488,.\cosmos_data\Cosmos_data,XC103462 - Green-backed Trogon - Trogon viridis_15.wav,44.17199546485261,0,15.0,3.0,44100,no bird,0.0,10
489,.\cosmos_data\Cosmos_data,XC103462 - Green-backed Trogon - Trogon viridis_18.wav,44.17199546485261,0,18.0,3.0,44100,Trogon viridis,1.0,6
490,.\cosmos_data\Cosmos_data,XC103462 - Green-backed Trogon - Trogon viridis_21.wav,44.17199546485261,0,21.0,3.0,44100,Trogon viridis,1.0,6
491,.\cosmos_data\Cosmos_data,XC103462 - Green-backed Trogon - Trogon viridis_24.wav,44.17199546485261,0,24.0,3.0,44100,Trogon viridis,0.8822083803815072,6
492,.\cosmos_data\Cosmos_data,XC103462 - Green-backed Trogon - Trogon viridis_27.wav,44.17199546485261,0,27.0,3.0,44100,Trogon viridis,0.7358985472622326,6
493,.\cosmos_data\Cosmos_data,XC103462 - Green-backed Trogon - Trogon viridis_30.wav,44.17199546485261,0,30.0,3.0,44100,Trogon viridis,0.7185679000928429,6
494,.\cosmos_data\Cosmos_data,XC103462 - Green-backed Trogon - Trogon viridis_33.wav,44.17199546485261,0,33.0,3.0,44100,Trogon viridis,0.6266252049236418,6
495,.\cosmos_data\Cosmos_data,XC103462 - Green-backed Trogon - Trogon viridis_36.wav,44.17199546485261,0,36.0,3.0,44100,Trogon viridis,0.6937441807089244,6
496,.\cosmos_data\Cosmos_data,XC103462 - Green-backed Trogon - Trogon viridis_39.wav,44.17199546485261,0,39.0,3.0,44100,Trogon viridis,0.7593364880966459,6
565,.\cosmos_data\Cosmos_data,XC104324 - Slate-throated Whitestart - Myioborus miniatus_0.wav,18.050612244897962,0,0.0,3.0,44100,Myioborus miniatus,0.9820560776632062,2
566,.\cosmos_data\Cosmos_data,XC104324 - Slate-throated Whitestart - Myioborus miniatus_3.wav,18.050612244897962,0,3.0,3.0,44100,no bird,0.0,10
567,.\cosmos_data\Cosmos_data,XC104324 - Slate-throated Whitestart - Myioborus miniatus_6.wav,18.050612244897962,0,6.0,3.0,44100,no bird,0.0,10
568,.\cosmos_data\Cosmos_data,XC104324 - Slate-throated Whitestart - Myioborus miniatus_9.wav,18.050612244897962,0,9.0,3.0,44100,Myioborus miniatus,1.0,2
569,.\cosmos_data\Cosmos_data,XC104324 - Slate-throated Whitestart - Myioborus miniatus_12.wav,18.050612244897962,0,12.0,3.0,44100,Myioborus miniatus,1.0,2
570,.\cosmos_data\Cosmos_data,XC104324 - Slate-throated Whitestart - Myioborus miniatus_15.wav,18.050612244897962,0,15.0,3.0,44100,Myioborus miniatus,0.8928039045370755,2
610,.\cosmos_data\Cosmos_data,XC104467 - Southern Nightingale-Wren - Microcerculus marginatus_0.wav,17.844421768707484,0,0.0,3.0,44100,no bird,0.0,10
611,.\cosmos_data\Cosmos_data,XC104467 - Southern Nightingale-Wren - Microcerculus marginatus_3.wav,17.844421768707484,0,3.0,3.0,44100,Microcerculus marginatus,0.4263087500610526,1
612,.\cosmos_data\Cosmos_data,XC104467 - Southern Nightingale-Wren - Microcerculus marginatus_6.wav,17.844421768707484,0,6.0,3.0,44100,Microcerculus marginatus,0.6969746247880602,1
613,.\cosmos_data\Cosmos_data,XC104467 - Southern Nightingale-Wren - Microcerculus marginatus_9.wav,17.844421768707484,0,9.0,3.0,44100,Microcerculus marginatus,0.6969746247880602,1
614,.\cosmos_data\Cosmos_data,XC104467 - Southern Nightingale-Wren - Microcerculus marginatus_12.wav,17.844421768707484,0,12.0,3.0,44100,no bird,0.0,10
615,.\cosmos_data\Cosmos_data,XC104474 - Slate-throated Whitestart - Myioborus miniatus_0.wav,22.17795918367347,0,0.0,3.0,44100,Myioborus miniatus,0.5158289485556091,2
616,.\cosmos_data\Cosmos_data,XC104474 - Slate-throated Whitestart - Myioborus miniatus_3.wav,22.17795918367347,0,3.0,3.0,44100,no bird,0.0,10
617,.\cosmos_data\Cosmos_data,XC104474 - Slate-throated Whitestart - Myioborus miniatus_6.wav,22.17795918367347,0,6.0,3.0,44100,no bird,0.0,10
618,.\cosmos_data\Cosmos_data,XC104474 - Slate-throated Whitestart - Myioborus miniatus_9.wav,22.17795918367347,0,9.0,3.0,44100,no bird,0.0,10
619,.\cosmos_data\Cosmos_data,XC104474 - Slate-throated Whitestart - Myioborus miniatus_12.wav,22.17795918367347,0,12.0,3.0,44100,Myioborus miniatus,0.7977808733464932,2
620,.\cosmos_data\Cosmos_data,XC104474 - Slate-throated Whitestart - Myioborus miniatus_15.wav,22.17795918367347,0,15.0,3.0,44100,Myioborus miniatus,0.5716186816838427,2
621,.\cosmos_data\Cosmos_data,XC104474 - Slate-throated Whitestart - Myioborus miniatus_18.wav,22.17795918367347,0,18.0,3.0,44100,Myioborus miniatus,0.6432501710998585,2
627,.\cosmos_data\Cosmos_data,XC104667 - Rufous-collared Sparrow - Zonotrichia capensis_0.wav,88.41598639455782,0,0.0,3.0,44100,Zonotrichia capensis,0.8317437924582475,9
628,.\cosmos_data\Cosmos_data,XC104667 - Rufous-collared Sparrow - Zonotrichia capensis_3.wav,88.41598639455782,0,3.0,3.0,44100,Zonotrichia capensis,0.4506186762210828,9
629,.\cosmos_data\Cosmos_data,XC104667 - Rufous-collared Sparrow - Zonotrichia capensis_6.wav,88.41598639455782,0,6.0,3.0,44100,no bird,0.0,10
630,.\cosmos_data\Cosmos_data,XC104667 - Rufous-collared Sparrow - Zonotrichia capensis_9.wav,88.41598639455782,0,9.0,3.0,44100,no bird,0.0,10
631,.\cosmos_data\Cosmos_data,XC104667 - Rufous-collared Sparrow - Zonotrichia capensis_12.wav,88.41598639455782,0,12.0,3.0,44100,Zonotrichia capensis,0.299709435307489,9
632,.\cosmos_data\Cosmos_data,XC104667 - Rufous-collared Sparrow - Zonotrichia capensis_15.wav,88.41598639455782,0,15.0,3.0,44100,Zonotrichia capensis,0.8920075417935587,9
633,.\cosmos_data\Cosmos_data,XC104667 - Rufous-collared Sparrow - Zonotrichia capensis_18.wav,88.41598639455782,0,18.0,3.0,44100,Zonotrichia capensis,0.8920075417935587,9
634,.\cosmos_data\Cosmos_data,XC104667 - Rufous-collared Sparrow - Zonotrichia capensis_21.wav,88.41598639455782,0,21.0,3.0,44100,Zonotrichia capensis,0.4010243493130232,9
635,.\cosmos_data\Cosmos_data,XC104667 - Rufous-collared Sparrow - Zonotrichia capensis_24.wav,88.41598639455782,0,24.0,3.0,44100,Zonotrichia capensis,0.4432477366717967,9
636,.\cosmos_data\Cosmos_data,XC104667 - Rufous-collared Sparrow - Zonotrichia capensis_27.wav,88.41598639455782,0,27.0,3.0,44100,Zonotrichia capensis,0.9147643723111016,9
637,.\cosmos_data\Cosmos_data,XC104667 - Rufous-collared Sparrow - Zonotrichia capensis_30.wav,88.41598639455782,0,30.0,3.0,44100,no bird,0.0,10
638,.\cosmos_data\Cosmos_data,XC104667 - Rufous-collared Sparrow - Zonotrichia capensis_33.wav,88.41598639455782,0,33.0,3.0,44100,no bird,0.0,10
639,.\cosmos_data\Cosmos_data,XC104667 - Rufous-collared Sparrow - Zonotrichia capensis_36.wav,88.41598639455782,0,36.0,3.0,44100,no bird,0.0,10
640,.\cosmos_data\Cosmos_data,XC104667 - Rufous-collared Sparrow - Zonotrichia capensis_39.wav,88.41598639455782,0,39.0,3.0,44100,no bird,0.0,10
641,.\cosmos_data\Cosmos_data,XC104667 - Rufous-collared Sparrow - Zonotrichia capensis_42.wav,88.41598639455782,0,42.0,3.0,44100,no bird,0.0,10
642,.\cosmos_data\Cosmos_data,XC104667 - Rufous-collared Sparrow - Zonotrichia capensis_45.wav,88.41598639455782,0,45.0,3.0,44100,Zonotrichia capensis,0.3314846638773168,9
643,.\cosmos_data\Cosmos_data,XC104667 - Rufous-collared Sparrow - Zonotrichia capensis_48.wav,88.41598639455782,0,48.0,3.0,44100,Zonotrichia capensis,0.3005466712610832,9
644,.\cosmos_data\Cosmos_data,XC104667 - Rufous-collared Sparrow - Zonotrichia capensis_51.wav,88.41598639455782,0,51.0,3.0,44100,no bird,0.0,10
