,Unnamed: 0,OFFSET,DURATION,FOLDER,IN FILE,CHANNEL,CLIP LENGTH,SAMPLE RATE,MANUAL ID,CONFIDENCE,END_TIME,SPLIT,FILEKEY,START_TIME
11,9,9.046511627906977,0.6279069767441854,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7711863711890624,9.674418604651162,,XC101469,9.046511627906977
12,10,10.883720930232558,1.116279069767442,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.8565185543230556,12.0,,XC101469,10.883720930232558
13,11,12.232558139534884,0.325581395348836,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.4815664646949704,12.55813953488372,,XC101469,12.232558139534884
14,12,12.627906976744184,0.09302325581395365,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.4887204319681129,12.720930232558137,,XC101469,12.627906976744184
15,13,12.72093023255814,0.09302325581395365,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.3556494922394133,12.813953488372094,,XC101469,12.72093023255814
16,14,12.86046511627907,0.06976744186046524,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.3966674985498111,12.930232558139535,,XC101469,12.86046511627907
17,15,13.093023255813954,0.39534883720930125,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.5415504605808282,13.488372093023255,,XC101469,13.093023255813954
18,16,13.511627906976743,0.4651162790697665,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7525101040162295,13.97674418604651,,XC101469,13.511627906976743
19,17,13.976744186046512,1.0232558139534884,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7267909333287359,15.0,"[13.976744186046512, 15]",XC101469,13.976744186046512
20,17,15.0,0.7906976744186043,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7267909333287359,15.790697674418604,"[15, 15.790697674418604]",XC101469,15.0
21,18,17.88372093023256,0.11627906976744029,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.2775911705731184,18.0,,XC101469,17.88372093023256
22,19,18.46511627906977,1.5348837209302317,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.854810600812358,20.0,,XC101469,18.46511627906977
23,20,20.48837209302325,0.5116279069767486,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7271611808984212,21.0,"[20.48837209302325, 21]",XC101469,20.48837209302325
24,20,21.0,0.9999999999999964,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7271611808984212,21.999999999999996,"[21, 21.999999999999996]",XC101469,21.0
25,21,22.046511627906977,1.6976744186046524,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.828492747583877,23.74418604651163,,XC101469,22.046511627906977
26,22,23.74418604651163,0.25581395348837077,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.712221607362229,24.0,,XC101469,23.74418604651163
27,23,24.0,0.0,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7894801963804884,24.0,"[24.0, 24]",XC101469,24.0
28,23,24.0,0.20930232558139394,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7894801963804884,24.209302325581394,"[24, 24.209302325581394]",XC101469,24.0
29,24,24.302325581395348,0.5348837209302353,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.6723328981890668,24.837209302325583,,XC101469,24.302325581395348
30,25,24.837209302325583,0.5116279069767415,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.6997721642368601,25.348837209302324,,XC101469,24.837209302325583
31,26,25.348837209302324,0.06976744186046702,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.5950951763322447,25.41860465116279,,XC101469,25.348837209302324
32,27,25.44186046511628,0.5581395348837219,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7748758640424013,26.000000000000004,,XC101469,25.44186046511628
33,28,26.046511627906977,0.5348837209302317,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7182111134401971,26.58139534883721,,XC101469,26.046511627906977
34,29,26.627906976744185,0.3720930232558146,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.6707583473376341,27.0,"[26.627906976744185, 27]",XC101469,26.627906976744185
35,29,27.0,0.13953488372093048,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.6707583473376341,27.13953488372093,"[27, 27.13953488372093]",XC101469,27.0
36,30,27.13953488372093,0.04651162790697683,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.5762057172027617,27.186046511627907,,XC101469,27.13953488372093
37,31,27.186046511627907,0.8139534883720927,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.6811976047652397,28.0,,XC101469,27.186046511627907
38,32,28.069767441860463,0.5348837209302353,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.6791735426679313,28.6046511627907,,XC101469,28.069767441860463
39,33,28.67441860465116,1.3255813953488413,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7571750446830577,30.0,"[28.67441860465116, 30]",XC101469,28.67441860465116
40,33,30.0,0.6279069767441818,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7571750446830577,30.627906976744182,"[30, 30.627906976744182]",XC101469,30.0
41,34,30.627906976744185,0.6744186046511622,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.572143979419197,31.302325581395348,,XC101469,30.627906976744185
42,35,31.69767441860465,0.32558139534883423,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.2426072692990757,32.02325581395348,,XC101469,31.69767441860465
43,36,32.06976744186046,0.9302325581395365,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7902858685480261,33.0,"[32.06976744186046, 33]",XC101469,32.06976744186046
44,36,33.0,0.9534883720930196,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7902858685480261,33.95348837209302,"[33, 33.95348837209302]",XC101469,33.0
45,37,33.97674418604651,0.418604651162795,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.743332863077571,34.395348837209305,,XC101469,33.97674418604651
46,38,36.58139534883721,2.418604651162788,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.8649369033805222,39.0,"[36.58139534883721, 39]",XC101469,36.58139534883721
47,38,39.0,0.4186046511627879,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.8649369033805222,39.41860465116279,"[39, 39.41860465116279]",XC101469,39.0
48,39,39.97674418604651,0.4418604651162781,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.2210326742954626,40.41860465116279,,XC101469,39.97674418604651
49,40,40.41860465116279,0.48837209302325846,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.6562951442903767,40.906976744186046,,XC101469,40.41860465116279
50,41,40.906976744186046,1.0930232558139537,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.682064091305027,42.0,"[40.906976744186046, 42]",XC101469,40.906976744186046
51,41,42.0,0.1860465116279073,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.682064091305027,42.18604651162791,"[42, 42.18604651162791]",XC101469,42.0
52,42,42.27906976744186,0.23255813953488058,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7105977532427148,42.51162790697674,,XC101469,42.27906976744186
53,43,42.65116279069768,0.27906976744186096,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.4755461046528619,42.930232558139544,,XC101469,42.65116279069768
54,44,43.2093023255814,0.13953488372092693,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.4373779113369553,43.348837209302324,,XC101469,43.2093023255814
55,45,43.395348837209305,0.06976744186046346,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.3465351681577839,43.46511627906977,,XC101469,43.395348837209305
56,46,43.46511627906977,0.7441860465116292,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.6604365136849683,44.2093023255814,,XC101469,43.46511627906977
57,47,44.23255813953488,0.04651162790698038,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.5174692306608719,44.27906976744186,,XC101469,44.23255813953488
58,48,44.27906976744186,0.720930232558139,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.625507881479569,45.0,"[44.27906976744186, 45]",XC101469,44.27906976744186
59,48,45.0,0.30232558139535115,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.625507881479569,45.30232558139535,"[45, 45.30232558139535]",XC101469,45.0
60,49,45.30232558139535,0.32558139534883423,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.6612166932245536,45.627906976744185,,XC101469,45.30232558139535
61,50,45.627906976744185,0.9069767441860463,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.6434200531213804,46.53488372093023,,XC101469,45.627906976744185
62,51,46.72093023255814,1.279069767441861,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.8594483668634102,48.0,,XC101469,46.72093023255814
63,52,48.02325581395349,0.9534883720930196,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.8045620555741392,48.97674418604651,,XC101469,48.02325581395349
64,53,49.18604651162791,0.2093023255813975,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.5577913670713459,49.395348837209305,,XC101469,49.18604651162791
65,54,49.74418604651163,0.25581395348837077,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.4755021627209685,50.0,,XC101469,49.74418604651163
66,55,50.06976744186046,0.9302325581395365,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.8602000051721126,51.0,"[50.06976744186046, 51]",XC101469,50.06976744186046
67,55,51.0,0.8837209302325562,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus grayi,0.8602000051721126,51.883720930232556,"[51, 51.883720930232556]",XC101469,51.0
68,56,51.97674418604651,1.0465116279069804,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus grayi,0.646121220441955,53.02325581395349,,XC101469,51.97674418604651
69,57,55.86046511627907,0.13953488372092693,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Ianthocincla treacheri,0.3033885536944126,56.0,,XC101469,55.86046511627907
70,58,56.093023255813954,0.9069767441860463,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Ianthocincla treacheri,0.9757505712976768,57.0,"[56.093023255813954, 57]",XC101469,56.093023255813954
71,58,57.0,1.0,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.9757505712976768,58.0,"[57, 58.0]",XC101469,57.0
72,59,58.04651162790697,1.3488372093023315,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7298295494564341,59.395348837209305,,XC101469,58.04651162790697
73,60,59.395348837209305,0.6046511627906952,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.6592832482212453,60.0,,XC101469,59.395348837209305
74,61,60.02325581395349,2.3255813953488342,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.8887988441379676,62.348837209302324,,XC101469,60.02325581395349
75,62,62.395348837209305,0.6046511627906952,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.9192370419132444,63.0,"[62.395348837209305, 63]",XC101469,62.395348837209305
76,62,63.0,1.139534883720927,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.9192370419132444,64.13953488372093,"[63, 64.13953488372093]",XC101469,63.0
77,63,64.20930232558139,0.5581395348837219,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7884065099656727,64.76744186046511,,XC101469,64.20930232558139
78,64,67.72093023255815,0.27906976744185386,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.1136221145236074,68.0,,XC101469,67.72093023255815
79,65,68.04651162790698,0.6744186046511658,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7480757533676025,68.72093023255815,,XC101469,68.04651162790698
80,66,68.72093023255815,0.27906976744185386,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.906265131320148,69.0,"[68.72093023255815, 69]",XC101469,68.72093023255815
81,66,69.0,3.0,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.906265131320148,72.0,"[69, 72.0]",XC101469,69.0
82,67,72.0,0.0,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Tchagra senegalus,0.6319034824927143,72.0,"[72.0, 72]",XC101469,72.0
83,67,72.0,0.3953488372092977,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Tchagra senegalus,0.6319034824927143,72.3953488372093,"[72, 72.3953488372093]",XC101469,72.0
84,68,74.34883720930233,0.6511627906976685,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Tchagra senegalus,0.7676812662508933,75.0,"[74.34883720930233, 75]",XC101469,74.34883720930233
85,68,75.0,0.30232558139535115,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7676812662508933,75.30232558139535,"[75, 75.30232558139535]",XC101469,75.0
86,69,75.34883720930233,0.3953488372092977,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.8360320477549983,75.74418604651163,,XC101469,75.34883720930233
87,70,75.74418604651163,0.04651162790698038,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.6858484587840448,75.79069767441861,,XC101469,75.74418604651163
88,71,75.79069767441861,0.46511627906976116,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.6802419203086784,76.25581395348837,,XC101469,75.79069767441861
89,72,76.25581395348837,0.3720930232558146,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.6021720349760958,76.62790697674419,,XC101469,76.25581395348837
90,73,76.65116279069767,0.4651162790697754,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.6388115116087646,77.11627906976744,,XC101469,76.65116279069767
91,74,77.16279069767442,0.8139534883720927,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7563555486780942,77.97674418604652,,XC101469,77.16279069767442
92,75,77.97674418604652,0.023255813953483084,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7843565460968737,78.0,"[77.97674418604652, 78]",XC101469,77.97674418604652
93,75,78.0,0.8372093023255758,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Pycnonotus cafer,0.7843565460968737,78.83720930232558,"[78, 78.83720930232558]",XC101469,78.0
94,76,81.34883720930233,0.6511627906976685,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Pycnonotus cafer,0.3632369130309273,82.0,,XC101469,81.34883720930233
95,77,83.3953488372093,0.5581395348837219,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Pycnonotus cafer,0.0981302182358176,83.95348837209302,,XC101469,83.3953488372093
96,78,83.95348837209302,0.04651162790698038,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Pycnonotus cafer,0.1390252554676693,84.0,,XC101469,83.95348837209302
97,79,84.95348837209302,0.06976744186046346,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.2156841895457308,85.02325581395348,,XC101469,84.95348837209302
98,80,85.11627906976744,1.16279069767441,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.5995066624588938,86.27906976744185,,XC101469,85.11627906976744
99,81,86.30232558139535,0.06976744186046346,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.451518908591741,86.37209302325581,,XC101469,86.30232558139535
100,82,86.37209302325581,0.6279069767441854,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.8071761800248387,87.0,"[86.37209302325581, 87]",XC101469,86.37209302325581
101,82,87.0,1.2558139534883708,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.8071761800248387,88.25581395348837,"[87, 88.25581395348837]",XC101469,87.0
102,83,88.30232558139535,0.9534883720930196,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.7672373265896835,89.25581395348837,,XC101469,88.30232558139535
103,84,89.25581395348837,0.7441860465116292,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.6928076308423584,90.0,,XC101469,89.25581395348837
104,85,90.02325581395348,0.418604651162795,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.5955210346243501,90.44186046511628,,XC101469,90.02325581395348
105,86,90.51162790697674,2.4883720930232585,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.8264836131285037,93.0,,XC101469,90.51162790697674
106,87,94.04651162790698,0.16279069767441,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Thamnophilus ruficapillus,0.2022280241457762,94.20930232558139,,XC101469,94.04651162790698
107,88,95.2093023255814,0.7906976744185954,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Thamnophilus ruficapillus,0.8128686575655707,96.0,"[95.2093023255814, 96]",XC101469,95.2093023255814
108,88,96.0,1.395348837209312,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.8128686575655707,97.39534883720931,"[96, 97.39534883720931]",XC101469,96.0
109,89,99.6279069767442,0.3720930232558146,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.231716266735516,100.00000000000001,,XC101469,99.6279069767442
110,90,100.48837209302326,0.11627906976744384,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.2699480602160051,100.6046511627907,,XC101469,100.48837209302326
111,91,100.93023255813954,0.1860465116279073,./cosmos_random_sample_processing/,XC101469 - Pale-breasted Thrush - Turdus leucomelas.mp3,0,137.37795918367348,44100,Turdus leucomelas,0.6010868900192314,101.11627906976744,,XC101469,100.93023255813954
