Folder,Clip,Human_Bird_Label,Microfaune_Global_Score
WWF5_samples_split,5D1A3C10_11.WAV,y,0.018683612346649
WWF5_samples_split,5D23C898_4.WAV,y,0.055651545524597
WWF5_samples_split,5D1F6398_18.WAV,y,0.188099265098572
WWF5_samples_split,5D169998_11.WAV,n,0.52037900686264
WWF5_samples_split,5D2C0D00_15.WAV,y,0.008887469768524
WWF5_samples_split,5D287190_18.WAV,y,0.020254522562027
WWF5_samples_split,5D22E9F0_19.WAV,n,0.160454839468002
WWF5_samples_split,5D1D0DF0_7.WAV,y,0.019668906927109
WWF5_samples_split,5D287190_17.WAV,y,0.021237164735794
WWF5_samples_split,5D1F0128_8.WAV,n,0.021943897008896
WWF5_samples_split,5D2F0460_18.WAV,y,0.031046897172928
WWF5_samples_split,5D20C7D8_1.WAV,n,0.391157507896423
WWF5_samples_split,5D287190_5.WAV,y,0.050046026706696
WWF5_samples_split,5D169290_12.WAV,y,0.067209094762802
WWF5_samples_split,5D1F0128_6.WAV,n,0.023535758256912
WWF5_samples_split,5D23C898_11.WAV,n,0.022745490074158
WWF5_samples_split,5D1B1608_6.WAV,y,0.020114183425903
WWF5_samples_split,5D1D0DF0_0.WAV,y,0.00981530547142
WWF5_samples_split,5D223320_14.WAV,n,0.124787449836731
WWF5_samples_split,5D1F0128_10.WAV,n,0.010222226381302
WWF5_samples_split,5D285ED0_0.WAV,n,0.025629878044129
WWF5_samples_split,5D1E4A58_5.WAV,n,0.008357316255569
WWF5_samples_split,5D1F0128_18.WAV,y,0.01475915312767
WWF5_samples_split,5D26BB48_1.WAV,y,0.009576171636581
WWF5_samples_split,5D1870B0_2.WAV,y,0.008139431476593
WWF5_samples_split,5D1B1608_2.WAV,y,0.016013354063034
WWF5_samples_split,5D1524F0_3.WAV,n,0.020586222410202
WWF5_samples_split,5D287190_6.WAV,y,0.025528490543366
WWF5_samples_split,5D1870B0_15.WAV,y,0.066568315029144
WWF5_samples_split,5D22E9F0_10.WAV,n,0.184540838003159
WWF5_samples_split,5D29ED40_0.WAV,y,0.014806717634201
WWF5_samples_split,5D26BB48_5.WAV,y,0.009927541017532
WWF5_samples_split,5D1A3C10_12.WAV,y,0.008261889219284
WWF5_samples_split,5D1A3C10_19.WAV,y,0.010156333446503
WWF5_samples_split,5D1524F0_19.WAV,n,0.014048904180527
WWF5_samples_split,5D1EDBA8_15.WAV,n,0.008014708757401
WWF5_samples_split,5D29ED40_12.WAV,y,0.023478806018829
WWF5_samples_split,5D1F6398_4.WAV,n,0.112805068492889
WWF5_samples_split,5D1F6398_10.WAV,y,0.134618133306503
WWF5_samples_split,5D169290_13.WAV,y,0.090076744556427
WWF5_samples_split,5D169998_17.WAV,n,0.219588935375214
WWF5_samples_split,5D1F6398_12.WAV,y,0.283114939928055
WWF5_samples_split,5D169290_1.WAV,y,0.058217525482178
WWF5_samples_split,5D1524F0_15.WAV,n,0.02837935090065
WWF5_samples_split,5D287190_8.WAV,n,0.027464628219605
WWF5_samples_split,5D1870B0_0.WAV,y,0.009810537099838
WWF5_samples_split,5D1B1608_10.WAV,y,0.114732623100281
WWF5_samples_split,5D22E9F0_2.WAV,y,0.122149139642715
WWF5_samples_split,5D26BB48_11.WAV,n,0.021074831485748
WWF5_samples_split,5D1E4A58_19.WAV,n,0.010964423418045
WWF5_samples_split,5D23C898_15.WAV,n,0.0225048661232
WWF5_samples_split,5D22E9F0_16.WAV,n,0.073567092418671
WWF5_samples_split,5D208AE8_18.WAV,y,0.183763951063156
WWF5_samples_split,5D22E9F0_4.WAV,n,0.116288423538208
WWF5_samples_split,5D169998_3.WAV,n,0.144813865423203
WWF5_samples_split,5D208AE8_12.WAV,n,0.693681597709656
WWF5_samples_split,5D1524F0_6.WAV,y,0.011933952569962
WWF5_samples_split,5D20C7D8_19.WAV,n,0.103865623474121
WWF5_samples_split,5D169290_5.WAV,y,0.041752219200134
WWF5_samples_split,5D2F0460_11.WAV,y,0.033403813838959
WWF5_samples_split,5D1F6398_16.WAV,y,0.070847064256668
WWF5_samples_split,5D169998_6.WAV,n,0.499379187822342
WWF5_samples_split,5D287190_15.WAV,y,0.020689249038696
WWF5_samples_split,5D2C0D00_10.WAV,y,0.638568162918091
WWF5_samples_split,5D1A3C10_1.WAV,y,0.009884059429169
WWF5_samples_split,5D285ED0_6.WAV,n,0.008464306592941
WWF5_samples_split,5D2F0460_19.WAV,y,0.010750889778137
WWF5_samples_split,5D2F0460_17.WAV,y,0.054801613092423
WWF5_samples_split,5D1E4A58_16.WAV,n,0.009807884693146
WWF5_samples_split,5D1EDBA8_16.WAV,y,0.009469538927078
WWF5_samples_split,5D26BB48_19.WAV,y,0.007415324449539
WWF5_samples_split,5D20C7D8_16.WAV,n,0.269047945737839
WWF5_samples_split,5D22E9F0_3.WAV,n,0.055609345436096
WWF5_samples_split,5D20C7D8_17.WAV,n,0.201413989067078
WWF5_samples_split,5D28A2C8_13.WAV,n,0.024391233921051
WWF5_samples_split,5D169998_1.WAV,y,0.020635157823563
WWF5_samples_split,5D285ED0_13.WAV,y,0.013445496559143
WWF5_samples_split,5D1D0DF0_8.WAV,y,0.020534515380859
WWF5_samples_split,5D1B1608_19.WAV,n,0.010800093412399
WWF5_samples_split,5D223320_3.WAV,n,0.038456112146378
WWF5_samples_split,5D1870B0_16.WAV,y,0.017354071140289
WWF5_samples_split,5D2F0460_3.WAV,n,0.143080919981003
WWF5_samples_split,5D29ED40_11.WAV,y,0.031418174505234
WWF5_samples_split,5D28A2C8_9.WAV,n,0.021321535110474
WWF5_samples_split,5D23C898_17.WAV,n,0.086785525083542
WWF5_samples_split,5D28A2C8_16.WAV,n,0.01946234703064
WWF5_samples_split,5D22E9F0_17.WAV,n,0.036724865436554
WWF5_samples_split,5D22E9F0_5.WAV,n,0.101914376020432
WWF5_samples_split,5D1A3C10_8.WAV,y,0.008080422878265
WWF5_samples_split,5D28A2C8_17.WAV,y,0.034596771001816
WWF5_samples_split,5D1F6398_7.WAV,y,0.289610862731934
WWF5_samples_split,5D23C898_2.WAV,n,0.007914155721664
WWF5_samples_split,5D2DD608_13.WAV,y,0.017024964094162
WWF5_samples_split,5D1F6398_17.WAV,y,0.083956122398377
WWF5_samples_split,5D20C7D8_15.WAV,n,0.333256483078003
WWF5_samples_split,5D1524F0_9.WAV,n,0.013834118843079
WWF5_samples_split,5D169998_7.WAV,n,0.701986968517303
WWF5_samples_split,5D285ED0_5.WAV,y,0.011257916688919
WWF5_samples_split,5D2F0460_9.WAV,y,0.048890233039856
WWF5_samples_split,5D1E4A58_17.WAV,n,0.009053438901901
WWF5_samples_split,5D29ED40_5.WAV,y,0.017972588539124
WWF5_samples_split,5D23C898_3.WAV,y,0.008798897266388
WWF5_samples_split,5D2F0460_12.WAV,y,0.033491849899292
WWF5_samples_split,5D29ED40_2.WAV,y,0.024424284696579
WWF5_samples_split,5D2F0460_15.WAV,y,0.019926279783249
WWF5_samples_split,5D23C898_16.WAV,n,0.025868892669678
WWF5_samples_split,5D223320_7.WAV,n,0.051582515239716
WWF5_samples_split,5D1D0DF0_2.WAV,y,0.014216333627701
WWF5_samples_split,5D2DD608_3.WAV,y,0.023201882839203
WWF5_samples_split,5D169290_14.WAV,y,0.078542411327362
WWF5_samples_split,5D208AE8_1.WAV,n,0.057760238647461
WWF5_samples_split,5D22E9F0_12.WAV,n,0.165590047836304
WWF5_samples_split,5D1E4A58_18.WAV,n,0.008361250162125
WWF5_samples_split,5D223320_10.WAV,n,0.053976863622666
WWF5_samples_split,5D26BB48_17.WAV,y,0.01122909784317
WWF5_samples_split,5D285ED0_16.WAV,y,0.014752835035324
WWF5_samples_split,5D26BB48_6.WAV,y,0.008296400308609
WWF5_samples_split,5D285ED0_8.WAV,y,0.010497748851776
WWF5_samples_split,5D1E4A58_7.WAV,n,0.015283584594727
WWF5_samples_split,5D1EDBA8_19.WAV,n,0.007221758365631
WWF5_samples_split,5D1870B0_11.WAV,y,0.01701694726944
WWF5_samples_split,5D223320_9.WAV,n,0.068542122840881
WWF5_samples_split,5D28A2C8_18.WAV,n,0.021300971508026
WWF5_samples_split,5D23C898_0.WAV,n,0.017524689435959
WWF5_samples_split,5D169998_10.WAV,n,0.056593865156174
WWF5_samples_split,5D1D0DF0_16.WAV,n,0.018617898225784
WWF5_samples_split,5D1F6398_13.WAV,y,0.408317476511002
WWF5_samples_split,5D223320_18.WAV,n,0.239400207996368
WWF5_samples_split,5D1EDBA8_4.WAV,n,0.010727792978287
WWF5_samples_split,5D1524F0_7.WAV,y,0.01047295331955
WWF5_samples_split,5D2C0D00_9.WAV,n,0.011348009109497
WWF5_samples_split,5D223320_5.WAV,n,0.149624943733215
WWF5_samples_split,5D285ED0_9.WAV,n,0.007118821144104
WWF5_samples_split,5D1F0128_1.WAV,y,0.012435674667358
WWF5_samples_split,5D23C898_9.WAV,n,0.011066466569901
WWF5_samples_split,5D29ED40_7.WAV,y,0.037035495042801
WWF5_samples_split,5D285ED0_17.WAV,y,0.015837639570236
WWF5_samples_split,5D1EDBA8_1.WAV,y,0.011410593986511
WWF5_samples_split,5D169290_6.WAV,y,0.066191047430039
WWF5_samples_split,5D223320_17.WAV,n,0.085565626621246
WWF5_samples_split,5D169998_5.WAV,y,0.95469868183136
WWF5_samples_split,5D29ED40_3.WAV,y,0.017512261867523
WWF5_samples_split,5D287190_2.WAV,y,0.077150374650955
WWF5_samples_split,5D28A2C8_5.WAV,y,0.026477009057999
WWF5_samples_split,5D208AE8_5.WAV,n,0.282975852489471
WWF5_samples_split,5D1870B0_18.WAV,n,0.021256864070892
WWF5_samples_split,5D285ED0_7.WAV,y,0.009098023176193
WWF5_samples_split,5D23C898_12.WAV,n,0.016424119472504
WWF5_samples_split,5D1B1608_17.WAV,n,0.01657772064209
WWF5_samples_split,5D1D0DF0_11.WAV,n,0.008762687444687
WWF5_samples_split,5D2F0460_4.WAV,y,0.030420690774918
WWF5_samples_split,5D169998_16.WAV,y,0.507542371749878
WWF5_samples_split,5D169290_3.WAV,y,0.07393291592598
WWF5_samples_split,5D2C0D00_18.WAV,y,0.010017454624176
WWF5_samples_split,5D169998_0.WAV,n,0.049006164073944
WWF5_samples_split,5D28A2C8_11.WAV,y,0.024639546871185
WWF5_samples_split,5D1D0DF0_17.WAV,y,0.008262932300568
WWF5_samples_split,5D28A2C8_3.WAV,y,0.022414118051529
WWF5_samples_split,5D26BB48_3.WAV,y,0.00875249505043
WWF5_samples_split,5D1B1608_1.WAV,y,0.018072724342346
WWF5_samples_split,5D2DD608_9.WAV,y,0.023353397846222
WWF5_samples_split,5D1F6398_0.WAV,y,0.159377634525299
WWF5_samples_split,5D1870B0_3.WAV,y,0.010759353637695
WWF5_samples_split,5D1A3C10_13.WAV,y,0.007732599973679
WWF5_samples_split,5D2C0D00_6.WAV,n,0.013885080814362
WWF5_samples_split,5D169998_14.WAV,y,0.321618378162384
WWF5_samples_split,5D2C0D00_1.WAV,y,0.009649455547333
WWF5_samples_split,5D2DD608_10.WAV,y,0.01612401008606
WWF5_samples_split,5D1E4A58_14.WAV,n,0.00907364487648
WWF5_samples_split,5D1D0DF0_1.WAV,y,0.010941475629807
WWF5_samples_split,5D1524F0_16.WAV,y,0.009965628385544
WWF5_samples_split,5D28A2C8_12.WAV,n,0.022825419902802
WWF5_samples_split,5D23C898_13.WAV,y,0.016481220722199
WWF5_samples_split,5D169290_4.WAV,y,0.109149038791657
WWF5_samples_split,5D2F0460_5.WAV,y,0.02868065237999
WWF5_samples_split,5D169998_15.WAV,n,0.018251359462738
WWF5_samples_split,5D2DD608_6.WAV,y,0.02074533700943
WWF5_samples_split,5D1EDBA8_17.WAV,y,0.015190273523331
WWF5_samples_split,5D1B1608_12.WAV,n,0.122986376285553
WWF5_samples_split,5D29ED40_15.WAV,y,0.041253119707108
WWF5_samples_split,5D208AE8_8.WAV,y,0.326881945133209
WWF5_samples_split,5D1EDBA8_5.WAV,n,0.008588254451752
WWF5_samples_split,5D20C7D8_14.WAV,n,0.369092643260956
WWF5_samples_split,5D1F0128_4.WAV,y,0.02020126581192
WWF5_samples_split,5D1D0DF0_10.WAV,y,0.01223435997963
WWF5_samples_split,5D1F6398_14.WAV,y,0.264750301837921
WWF5_samples_split,5D29ED40_1.WAV,y,0.021952718496323
WWF5_samples_split,5D1524F0_14.WAV,y,0.012123286724091
WWF5_samples_split,5D28A2C8_7.WAV,n,0.030722469091415
WWF5_samples_split,5D2DD608_5.WAV,y,0.018597453832626
WWF5_samples_split,5D287190_14.WAV,y,0.021821647882462
WWF5_samples_split,5D2C0D00_7.WAV,y,0.009633839130402
WWF5_samples_split,5D1F0128_14.WAV,n,0.007797986268997
WWF5_samples_split,5D20C7D8_0.WAV,y,0.448366433382034
WWF5_samples_split,5D29ED40_14.WAV,y,0.015334248542786
WWF5_samples_split,5D2DD608_8.WAV,n,0.01715099811554
WWF5_samples_split,5D28A2C8_19.WAV,n,0.039571195840836
WWF5_samples_split,5D23C898_19.WAV,n,0.049561649560928
WWF5_samples_split,5D223320_4.WAV,n,0.207064300775528
WWF5_samples_split,5D1870B0_8.WAV,n,0.012699007987976
WWF5_samples_split,5D169290_17.WAV,n,0.063595682382584
WWF5_samples_split,5D1B1608_11.WAV,n,0.02369037270546
WWF5_samples_split,5D287190_10.WAV,y,0.016959935426712
WWF5_samples_split,5D1524F0_12.WAV,y,0.022254168987274
WWF5_samples_split,5D1F6398_8.WAV,y,0.182965099811554
WWF5_samples_split,5D26BB48_18.WAV,n,0.01064082980156
WWF5_samples_split,5D2C0D00_14.WAV,y,0.020632714033127
WWF5_samples_split,5D1EDBA8_10.WAV,y,0.010607361793518
WWF5_samples_split,5D285ED0_12.WAV,y,0.008453786373138
WWF5_samples_split,5D1524F0_13.WAV,n,0.012061297893524
WWF5_samples_split,5D1D0DF0_15.WAV,n,0.011884540319443
WWF5_samples_split,5D285ED0_15.WAV,y,0.009669989347458
WWF5_samples_split,5D20C7D8_3.WAV,y,0.495647996664047
WWF5_samples_split,5D1F6398_9.WAV,y,0.094523817300797
WWF5_samples_split,5D26BB48_2.WAV,y,0.009789288043976
WWF5_samples_split,5D2C0D00_17.WAV,y,0.009854406118393
WWF5_samples_split,5D1870B0_7.WAV,y,0.024152159690857
WWF5_samples_split,5D287190_11.WAV,y,0.049122571945191
WWF5_samples_split,5D2F0460_7.WAV,y,0.027206480503082
WWF5_samples_split,5D1B1608_16.WAV,n,0.033263742923737
WWF5_samples_split,5D1EDBA8_6.WAV,n,0.01150119304657
WWF5_samples_split,5D287190_3.WAV,y,0.043343991041184
WWF5_samples_split,5D1E4A58_10.WAV,n,0.008711844682693
WWF5_samples_split,5D1E4A58_13.WAV,n,0.008634001016617
WWF5_samples_split,5D1870B0_14.WAV,y,0.0133336186409
WWF5_samples_split,5D2DD608_15.WAV,y,0.016506582498551
WWF5_samples_split,5D28A2C8_8.WAV,y,0.024184763431549
WWF5_samples_split,5D1A3C10_5.WAV,n,0.008628934621811
WWF5_samples_split,5D1F6398_2.WAV,y,0.396900504827499
WWF5_samples_split,5D208AE8_2.WAV,n,0.094327628612518
WWF5_samples_split,5D1F0128_0.WAV,y,0.019281834363937
WWF5_samples_split,5D1A3C10_6.WAV,n,0.009754538536072
