,Folder,Clip,Human_Bird_Label,Microfaune_Global_Score
27,WWF5_samples_split,5D169290_11.WAV,y,0.024951428174972534
28,WWF5_samples_split,5D1EDBA8_7.WAV,n,0.007296562194824219
29,WWF5_samples_split,5D1524F0_18.WAV,y,0.4105722904205322
30,WWF5_samples_split,5D26BB48_12.WAV,y,0.007135957479476929
31,WWF5_samples_split,5D23C898_5.WAV,n,0.007036358118057251
32,WWF5_samples_split,5D2DD608_19.WAV,y,0.12029832601547241
33,WWF5_samples_split,5D1EDBA8_11.WAV,y,0.00808677077293396
34,WWF5_samples_split,5D23C898_14.WAV,n,0.008373111486434937
35,WWF5_samples_split,5D1A3C10_4.WAV,n,0.011680632829666138
36,WWF5_samples_split,5D169998_2.WAV,y,0.04656180739402771
37,WWF5_samples_split,5D1870B0_6.WAV,y,0.011721640825271606
38,WWF5_samples_split,5D223320_2.WAV,n,0.011018633842468262
39,WWF5_samples_split,5D20C7D8_2.WAV,n,0.025283783674240112
40,WWF5_samples_split,5D208AE8_9.WAV,n,0.04515311121940613
41,WWF5_samples_split,5D28A2C8_2.WAV,y,0.0082816481590271
42,WWF5_samples_split,5D285ED0_2.WAV,y,0.037128835916519165
43,WWF5_samples_split,5D223320_1.WAV,n,0.01012730598449707
44,WWF5_samples_split,5D20C7D8_8.WAV,n,0.01355123519897461
45,WWF5_samples_split,5D208AE8_15.WAV,n,0.015695631504058838
46,WWF5_samples_split,5D1870B0_12.WAV,y,0.04633033275604248
47,WWF5_samples_split,5D22E9F0_7.WAV,n,0.1919151246547699
48,WWF5_samples_split,5D1524F0_0.WAV,n,0.012587010860443115
49,WWF5_samples_split,5D1E4A58_15.WAV,n,0.010880231857299805
50,WWF5_samples_split,5D2DD608_1.WAV,y,0.11480793356895447
51,WWF5_samples_split,5D1524F0_4.WAV,y,0.1325821876525879
52,WWF5_samples_split,5D1EDBA8_9.WAV,n,0.007768750190734863
53,WWF5_samples_split,5D1B1608_9.WAV,n,0.00830078125
54,WWF5_samples_split,5D208AE8_3.WAV,y,0.1431097388267517
55,WWF5_samples_split,5D223320_12.WAV,n,0.013827294111251831
56,WWF5_samples_split,5D2DD608_7.WAV,n,0.02895110845565796
57,WWF5_samples_split,5D1A3C10_16.WAV,n,0.016095876693725586
58,WWF5_samples_split,5D20C7D8_6.WAV,n,0.011549592018127441
59,WWF5_samples_split,5D1F0128_7.WAV,y,0.009563177824020386
60,WWF5_samples_split,5D1B1608_3.WAV,y,0.007558614015579224
61,WWF5_samples_split,5D169998_8.WAV,y,0.0070886313915252686
62,WWF5_samples_split,5D223320_8.WAV,n,0.013333439826965332
63,WWF5_samples_split,5D2F0460_6.WAV,y,0.01365053653717041
64,WWF5_samples_split,5D2C0D00_2.WAV,y,0.020575791597366333
65,WWF5_samples_split,5D1524F0_2.WAV,y,0.02425214648246765
66,WWF5_samples_split,5D1524F0_17.WAV,n,0.07507914304733276
67,WWF5_samples_split,5D1EDBA8_13.WAV,n,0.008265972137451172
68,WWF5_samples_split,5D285ED0_11.WAV,y,0.033974021673202515
69,WWF5_samples_split,5D287190_4.WAV,y,0.008511066436767578
70,WWF5_samples_split,5D2F0460_16.WAV,y,0.017134666442871094
71,WWF5_samples_split,5D26BB48_10.WAV,y,0.013664722442626953
72,WWF5_samples_split,5D26BB48_9.WAV,y,0.007474839687347412
73,WWF5_samples_split,5D287190_19.WAV,y,0.015146821737289429
74,WWF5_samples_split,5D1870B0_9.WAV,y,0.008806943893432617
75,WWF5_samples_split,5D1F6398_15.WAV,n,0.012791156768798828
76,WWF5_samples_split,5D1D0DF0_4.WAV,y,0.010828197002410889
77,WWF5_samples_split,5D23C898_10.WAV,n,0.007825523614883423
78,WWF5_samples_split,5D1524F0_10.WAV,y,0.5122300982475281
79,WWF5_samples_split,5D1F0128_15.WAV,y,0.007684975862503052
80,WWF5_samples_split,5D1B1608_14.WAV,y,0.012407928705215454
81,WWF5_samples_split,5D26BB48_16.WAV,n,0.008690744638442993
82,WWF5_samples_split,5D22E9F0_6.WAV,n,0.051702648401260376
83,WWF5_samples_split,5D2C0D00_16.WAV,y,0.04094487428665161
84,WWF5_samples_split,5D1B1608_13.WAV,n,0.008571356534957886
85,WWF5_samples_split,5D1F6398_3.WAV,y,0.01655399799346924
86,WWF5_samples_split,5D2DD608_16.WAV,y,0.2710312008857727
87,WWF5_samples_split,5D1F0128_17.WAV,n,0.009260505437850952
88,WWF5_samples_split,5D2F0460_0.WAV,y,0.011966228485107422
89,WWF5_samples_split,5D23C898_1.WAV,y,0.007043063640594482
90,WWF5_samples_split,5D2C0D00_12.WAV,y,0.0537475049495697
91,WWF5_samples_split,5D1F6398_11.WAV,n,0.014298737049102783
92,WWF5_samples_split,5D28A2C8_14.WAV,y,0.07236039638519287
93,WWF5_samples_split,5D1F6398_1.WAV,y,0.17068317532539368
94,WWF5_samples_split,5D1870B0_13.WAV,y,0.009680390357971191
95,WWF5_samples_split,5D1A3C10_14.WAV,n,0.021347612142562866
96,WWF5_samples_split,5D1B1608_0.WAV,y,0.008833825588226318
97,WWF5_samples_split,5D2DD608_12.WAV,y,0.12433454394340515
98,WWF5_samples_split,5D2DD608_0.WAV,n,0.09506598114967346
99,WWF5_samples_split,5D169290_8.WAV,y,0.3308776617050171
100,WWF5_samples_split,5D29ED40_17.WAV,y,0.012255311012268066
101,WWF5_samples_split,5D22E9F0_13.WAV,n,0.6703765988349915
102,WWF5_samples_split,5D1A3C10_2.WAV,n,0.015644609928131104
103,WWF5_samples_split,5D2F0460_14.WAV,y,0.9539152383804321
104,WWF5_samples_split,5D22E9F0_9.WAV,n,0.17773988842964172
105,WWF5_samples_split,5D2C0D00_13.WAV,y,0.017677217721939087
106,WWF5_samples_split,5D1F0128_12.WAV,n,0.00796458125114441
107,WWF5_samples_split,5D20C7D8_11.WAV,n,0.014462918043136597
108,WWF5_samples_split,5D1E4A58_12.WAV,n,0.009081006050109863
109,WWF5_samples_split,5D26BB48_8.WAV,y,0.01136597990989685
110,WWF5_samples_split,5D1A3C10_17.WAV,y,0.03621414303779602
111,WWF5_samples_split,5D2F0460_8.WAV,y,0.06767508387565613
112,WWF5_samples_split,5D169998_9.WAV,y,0.013305068016052246
113,WWF5_samples_split,5D2DD608_18.WAV,y,0.011383205652236938
114,WWF5_samples_split,5D29ED40_10.WAV,y,0.3183475732803345
115,WWF5_samples_split,5D287190_9.WAV,y,0.008018404245376587
116,WWF5_samples_split,5D1E4A58_9.WAV,n,0.011737287044525146
117,WWF5_samples_split,5D1F0128_13.WAV,n,0.007512807846069336
118,WWF5_samples_split,5D1A3C10_15.WAV,y,0.06006684899330139
119,WWF5_samples_split,5D1870B0_5.WAV,y,0.009772837162017822
120,WWF5_samples_split,5D1B1608_4.WAV,n,0.008848220109939575
121,WWF5_samples_split,5D2DD608_11.WAV,y,0.6600587368011475
122,WWF5_samples_split,5D26BB48_7.WAV,y,0.014065861701965332
123,WWF5_samples_split,5D28A2C8_15.WAV,n,0.008955240249633789
124,WWF5_samples_split,5D1F6398_5.WAV,y,0.021105796098709106
125,WWF5_samples_split,5D20C7D8_9.WAV,n,0.025796085596084595
126,WWF5_samples_split,5D20C7D8_4.WAV,y,0.015155613422393799
127,WWF5_samples_split,5D23C898_7.WAV,n,0.007430374622344971
128,WWF5_samples_split,5D22E9F0_14.WAV,n,0.3776741921901703
129,WWF5_samples_split,5D1D0DF0_5.WAV,y,0.014483273029327393
130,WWF5_samples_split,5D1F0128_19.WAV,y,0.00869828462600708
131,WWF5_samples_split,5D20C7D8_5.WAV,n,0.01316484808921814
132,WWF5_samples_split,5D1A3C10_10.WAV,n,0.026055723428726196
133,WWF5_samples_split,5D287190_13.WAV,y,0.09246963262557983
134,WWF5_samples_split,5D1A3C10_0.WAV,n,0.008506536483764648
135,WWF5_samples_split,5D1B1608_7.WAV,n,0.008230000734329224
136,WWF5_samples_split,5D1EDBA8_8.WAV,n,0.007543116807937622
137,WWF5_samples_split,5D2F0460_2.WAV,y,0.009276360273361206
138,WWF5_samples_split,5D285ED0_3.WAV,y,0.06254151463508606
139,WWF5_samples_split,5D208AE8_7.WAV,y,0.1480785608291626
140,WWF5_samples_split,5D287190_16.WAV,y,0.012473344802856445
141,WWF5_samples_split,5D1524F0_1.WAV,n,0.03139936923980713
142,WWF5_samples_split,5D22E9F0_15.WAV,n,0.5456146001815796
143,WWF5_samples_split,5D1EDBA8_0.WAV,n,0.00853678584098816
144,WWF5_samples_split,5D20C7D8_7.WAV,n,0.013863056898117065
145,WWF5_samples_split,5D285ED0_14.WAV,y,0.008917301893234253
146,WWF5_samples_split,5D1F0128_2.WAV,n,0.008211374282836914
147,WWF5_samples_split,5D28A2C8_10.WAV,n,0.010282188653945923
148,WWF5_samples_split,5D22E9F0_18.WAV,n,0.2083902657032013
149,WWF5_samples_split,5D208AE8_4.WAV,n,0.11910298466682434
150,WWF5_samples_split,5D1D0DF0_6.WAV,y,0.03106340765953064
151,WWF5_samples_split,5D1A3C10_7.WAV,n,0.015607088804244995
152,WWF5_samples_split,5D169290_15.WAV,y,0.012240797281265259
153,WWF5_samples_split,5D169290_0.WAV,y,0.011986583471298218
154,WWF5_samples_split,5D223320_6.WAV,n,0.01071321964263916
155,WWF5_samples_split,5D2F0460_1.WAV,y,0.26843518018722534
156,WWF5_samples_split,5D2C0D00_19.WAV,y,0.04073229432106018
157,WWF5_samples_split,5D28A2C8_6.WAV,n,0.04806715250015259
158,WWF5_samples_split,5D1524F0_5.WAV,n,0.028240829706192017
159,WWF5_samples_split,5D2C0D00_11.WAV,y,0.007139742374420166
160,WWF5_samples_split,5D29ED40_18.WAV,y,0.08386015892028809
161,WWF5_samples_split,5D223320_15.WAV,n,0.04147273302078247
162,WWF5_samples_split,5D208AE8_19.WAV,y,0.03541463613510132
163,WWF5_samples_split,5D1E4A58_11.WAV,n,0.012496620416641235
164,WWF5_samples_split,5D1E4A58_1.WAV,n,0.008946269750595093
165,WWF5_samples_split,5D1870B0_4.WAV,y,0.012953460216522217
166,WWF5_samples_split,5D1F0128_11.WAV,n,0.008803993463516235
167,WWF5_samples_split,5D1EDBA8_18.WAV,y,0.008596718311309814
168,WWF5_samples_split,5D1F0128_5.WAV,y,0.008187025785446167
169,WWF5_samples_split,5D1E4A58_8.WAV,n,0.014952033758163452
170,WWF5_samples_split,5D223320_0.WAV,n,0.010147899389266968
171,WWF5_samples_split,5D1E4A58_3.WAV,n,0.016133636236190796
172,WWF5_samples_split,5D208AE8_16.WAV,y,0.18638989329338074
173,WWF5_samples_split,5D285ED0_4.WAV,y,0.8651625514030457
174,WWF5_samples_split,5D29ED40_9.WAV,y,0.03444507718086243
175,WWF5_samples_split,5D1E4A58_2.WAV,n,0.020713239908218384
176,WWF5_samples_split,5D26BB48_15.WAV,y,0.012220203876495361
177,WWF5_samples_split,5D29ED40_19.WAV,y,0.08294522762298584
178,WWF5_samples_split,5D285ED0_19.WAV,n,0.015206515789031982
179,WWF5_samples_split,5D2DD608_2.WAV,y,0.06924682855606079
180,WWF5_samples_split,5D2DD608_17.WAV,n,0.013448178768157959
181,WWF5_samples_split,5D20C7D8_13.WAV,y,0.4917830228805542
182,WWF5_samples_split,5D169290_16.WAV,y,0.00936076045036316
183,WWF5_samples_split,5D26BB48_13.WAV,y,0.006948888301849365
184,WWF5_samples_split,5D1E4A58_0.WAV,y,0.011998951435089111
185,WWF5_samples_split,5D1B1608_8.WAV,y,0.008708357810974121
186,WWF5_samples_split,5D1D0DF0_12.WAV,y,0.044764310121536255
187,WWF5_samples_split,5D1870B0_1.WAV,y,0.018391549587249756
188,WWF5_samples_split,5D1D0DF0_19.WAV,y,0.014259248971939087
189,WWF5_samples_split,5D1A3C10_11.WAV,y,0.030633926391601562
190,WWF5_samples_split,5D23C898_4.WAV,y,0.007856130599975586
191,WWF5_samples_split,5D1F6398_18.WAV,y,0.049979448318481445
192,WWF5_samples_split,5D169998_11.WAV,n,0.007973462343215942
193,WWF5_samples_split,5D2C0D00_15.WAV,y,0.018689602613449097
194,WWF5_samples_split,5D287190_18.WAV,y,0.01326066255569458
195,WWF5_samples_split,5D22E9F0_19.WAV,n,0.7905304431915283
196,WWF5_samples_split,5D1D0DF0_7.WAV,y,0.011481761932373047
197,WWF5_samples_split,5D287190_17.WAV,y,0.009228259325027466
198,WWF5_samples_split,5D1F0128_8.WAV,n,0.008191198110580444
199,WWF5_samples_split,5D2F0460_18.WAV,y,0.011208802461624146
200,WWF5_samples_split,5D20C7D8_1.WAV,n,0.02124643325805664
201,WWF5_samples_split,5D287190_5.WAV,y,0.007462561130523682
202,WWF5_samples_split,5D169290_12.WAV,y,0.01054731011390686
203,WWF5_samples_split,5D1F0128_6.WAV,n,0.007294386625289917
204,WWF5_samples_split,5D23C898_11.WAV,n,0.009697556495666504
205,WWF5_samples_split,5D1B1608_6.WAV,y,0.007991582155227661
206,WWF5_samples_split,5D1D0DF0_0.WAV,y,0.017683088779449463
207,WWF5_samples_split,5D223320_14.WAV,n,0.013651371002197266
208,WWF5_samples_split,5D1F0128_10.WAV,n,0.008940160274505615
209,WWF5_samples_split,5D285ED0_0.WAV,n,0.05052793025970459
210,WWF5_samples_split,5D1E4A58_5.WAV,n,0.04395607113838196
211,WWF5_samples_split,5D1F0128_18.WAV,y,0.010807067155838013
212,WWF5_samples_split,5D26BB48_1.WAV,y,0.014998584985733032
213,WWF5_samples_split,5D1870B0_2.WAV,y,0.008980751037597656
214,WWF5_samples_split,5D1B1608_2.WAV,y,0.006570309400558472
215,WWF5_samples_split,5D1524F0_3.WAV,n,0.02305811643600464
216,WWF5_samples_split,5D287190_6.WAV,y,0.03326043486595154
217,WWF5_samples_split,5D1870B0_15.WAV,y,0.008382946252822876
218,WWF5_samples_split,5D22E9F0_10.WAV,n,0.051321178674697876
219,WWF5_samples_split,5D29ED40_0.WAV,y,0.07842245697975159
220,WWF5_samples_split,5D26BB48_5.WAV,y,0.008707791566848755
221,WWF5_samples_split,5D1A3C10_12.WAV,y,0.05440971255302429
222,WWF5_samples_split,5D1A3C10_19.WAV,y,0.019622743129730225
223,WWF5_samples_split,5D1524F0_19.WAV,n,0.02185577154159546
224,WWF5_samples_split,5D1EDBA8_15.WAV,n,0.00806155800819397
225,WWF5_samples_split,5D29ED40_12.WAV,y,0.0614982545375824
226,WWF5_samples_split,5D1F6398_4.WAV,n,0.016137242317199707
227,WWF5_samples_split,5D1F6398_10.WAV,y,0.035578131675720215
228,WWF5_samples_split,5D169290_13.WAV,y,0.01876598596572876
229,WWF5_samples_split,5D169998_17.WAV,n,0.006729930639266968
230,WWF5_samples_split,5D1F6398_12.WAV,y,0.014218181371688843
231,WWF5_samples_split,5D169290_1.WAV,y,0.0122203528881073
232,WWF5_samples_split,5D1524F0_15.WAV,n,0.04253107309341431
233,WWF5_samples_split,5D287190_8.WAV,n,0.008667439222335815
234,WWF5_samples_split,5D1870B0_0.WAV,y,0.03881961107254028
235,WWF5_samples_split,5D1B1608_10.WAV,y,0.009081631898880005
236,WWF5_samples_split,5D22E9F0_2.WAV,y,0.7584359049797058
237,WWF5_samples_split,5D26BB48_11.WAV,n,0.00879579782485962
238,WWF5_samples_split,5D1E4A58_19.WAV,n,0.01163870096206665
239,WWF5_samples_split,5D23C898_15.WAV,n,0.007810086011886597
240,WWF5_samples_split,5D22E9F0_16.WAV,n,0.7107603549957275
241,WWF5_samples_split,5D208AE8_18.WAV,y,0.05975341796875
242,WWF5_samples_split,5D22E9F0_4.WAV,n,0.04750064015388489
243,WWF5_samples_split,5D169998_3.WAV,n,0.007362008094787598
244,WWF5_samples_split,5D208AE8_12.WAV,n,0.01876091957092285
245,WWF5_samples_split,5D1524F0_6.WAV,y,0.03422841429710388
246,WWF5_samples_split,5D20C7D8_19.WAV,n,0.01420620083808899
247,WWF5_samples_split,5D169290_5.WAV,y,0.01634836196899414
248,WWF5_samples_split,5D2F0460_11.WAV,y,0.008113265037536621
249,WWF5_samples_split,5D1F6398_16.WAV,y,0.03202047944068909
250,WWF5_samples_split,5D169998_6.WAV,n,0.007436990737915039
251,WWF5_samples_split,5D287190_15.WAV,y,0.018150538206100464
252,WWF5_samples_split,5D2C0D00_10.WAV,y,0.007267177104949951
253,WWF5_samples_split,5D1A3C10_1.WAV,y,0.014479666948318481
254,WWF5_samples_split,5D285ED0_6.WAV,n,0.48286375403404236
255,WWF5_samples_split,5D2F0460_19.WAV,y,0.9822355508804321
256,WWF5_samples_split,5D2F0460_17.WAV,y,0.00894877314567566
257,WWF5_samples_split,5D1E4A58_16.WAV,n,0.02588939666748047
258,WWF5_samples_split,5D1EDBA8_16.WAV,y,0.008308470249176025
259,WWF5_samples_split,5D26BB48_19.WAV,y,0.007544904947280884
260,WWF5_samples_split,5D20C7D8_16.WAV,n,0.011537551879882812
261,WWF5_samples_split,5D22E9F0_3.WAV,n,0.03264376521110535
262,WWF5_samples_split,5D20C7D8_17.WAV,n,0.013424992561340332
263,WWF5_samples_split,5D28A2C8_13.WAV,n,0.010471045970916748
264,WWF5_samples_split,5D169998_1.WAV,y,0.007648259401321411
265,WWF5_samples_split,5D285ED0_13.WAV,y,0.011126935482025146
266,WWF5_samples_split,5D1D0DF0_8.WAV,y,0.012894809246063232
267,WWF5_samples_split,5D1B1608_19.WAV,n,0.007681697607040405
268,WWF5_samples_split,5D223320_3.WAV,n,0.011011302471160889
269,WWF5_samples_split,5D1870B0_16.WAV,y,0.009802073240280151
270,WWF5_samples_split,5D2F0460_3.WAV,n,0.008931547403335571
271,WWF5_samples_split,5D29ED40_11.WAV,y,0.15114304423332214
272,WWF5_samples_split,5D28A2C8_9.WAV,n,0.011989891529083252
273,WWF5_samples_split,5D23C898_17.WAV,n,0.009589910507202148
274,WWF5_samples_split,5D28A2C8_16.WAV,n,0.009836286306381226
275,WWF5_samples_split,5D22E9F0_17.WAV,n,0.15487805008888245
276,WWF5_samples_split,5D22E9F0_5.WAV,n,0.032207220792770386
277,WWF5_samples_split,5D1A3C10_8.WAV,y,0.02354741096496582
278,WWF5_samples_split,5D28A2C8_17.WAV,y,0.11813518404960632
279,WWF5_samples_split,5D1F6398_7.WAV,y,0.8140270113945007
280,WWF5_samples_split,5D23C898_2.WAV,n,0.007923483848571777
281,WWF5_samples_split,5D2DD608_13.WAV,y,0.1455741822719574
282,WWF5_samples_split,5D1F6398_17.WAV,y,0.8685600757598877
283,WWF5_samples_split,5D20C7D8_15.WAV,n,0.014331519603729248
284,WWF5_samples_split,5D1524F0_9.WAV,n,0.035089313983917236
285,WWF5_samples_split,5D169998_7.WAV,n,0.006673187017440796
286,WWF5_samples_split,5D285ED0_5.WAV,y,0.026838093996047974
287,WWF5_samples_split,5D2F0460_9.WAV,y,0.05033862590789795
288,WWF5_samples_split,5D1E4A58_17.WAV,n,0.015392392873764038
289,WWF5_samples_split,5D29ED40_5.WAV,y,0.04533270001411438
290,WWF5_samples_split,5D23C898_3.WAV,y,0.0074409544467926025
291,WWF5_samples_split,5D2F0460_12.WAV,y,0.012188553810119629
292,WWF5_samples_split,5D29ED40_2.WAV,y,0.013891071081161499
293,WWF5_samples_split,5D2F0460_15.WAV,y,0.841246485710144
294,WWF5_samples_split,5D23C898_16.WAV,n,0.00908610224723816
295,WWF5_samples_split,5D223320_7.WAV,n,0.009531676769256592
296,WWF5_samples_split,5D1D0DF0_2.WAV,y,0.05513849854469299
297,WWF5_samples_split,5D2DD608_3.WAV,y,0.07962477207183838
298,WWF5_samples_split,5D169290_14.WAV,y,0.021559596061706543
299,WWF5_samples_split,5D208AE8_1.WAV,n,0.009423375129699707
300,WWF5_samples_split,5D22E9F0_12.WAV,n,0.9311312437057495
301,WWF5_samples_split,5D1E4A58_18.WAV,n,0.01955866813659668
302,WWF5_samples_split,5D223320_10.WAV,n,0.010362982749938965
303,WWF5_samples_split,5D26BB48_17.WAV,y,0.007995933294296265
304,WWF5_samples_split,5D285ED0_16.WAV,y,0.015894263982772827
305,WWF5_samples_split,5D26BB48_6.WAV,y,0.012918591499328613
306,WWF5_samples_split,5D285ED0_8.WAV,y,0.01225268840789795
307,WWF5_samples_split,5D1E4A58_7.WAV,n,0.013918936252593994
308,WWF5_samples_split,5D1EDBA8_19.WAV,n,0.007968753576278687
309,WWF5_samples_split,5D1870B0_11.WAV,y,0.07271343469619751
310,WWF5_samples_split,5D223320_9.WAV,n,0.010165244340896606
311,WWF5_samples_split,5D28A2C8_18.WAV,n,0.012874305248260498
312,WWF5_samples_split,5D23C898_0.WAV,n,0.007546097040176392
313,WWF5_samples_split,5D169998_10.WAV,n,0.006962090730667114
314,WWF5_samples_split,5D1D0DF0_16.WAV,n,0.015019237995147705
315,WWF5_samples_split,5D1F6398_13.WAV,y,0.07427707314491272
316,WWF5_samples_split,5D223320_18.WAV,n,0.015237569808959961
317,WWF5_samples_split,5D1EDBA8_4.WAV,n,0.00802159309387207
318,WWF5_samples_split,5D1524F0_7.WAV,y,0.46727389097213745
319,WWF5_samples_split,5D2C0D00_9.WAV,n,0.00798371434211731
320,WWF5_samples_split,5D223320_5.WAV,n,0.010415196418762207
321,WWF5_samples_split,5D285ED0_9.WAV,n,0.0265028178691864
322,WWF5_samples_split,5D1F0128_1.WAV,y,0.007853597402572632
323,WWF5_samples_split,5D23C898_9.WAV,n,0.006723582744598389
324,WWF5_samples_split,5D29ED40_7.WAV,y,0.16103491187095642
325,WWF5_samples_split,5D285ED0_17.WAV,y,0.01067119836807251
326,WWF5_samples_split,5D1EDBA8_1.WAV,y,0.007988989353179932
327,WWF5_samples_split,5D169290_6.WAV,y,0.12054800987243652
328,WWF5_samples_split,5D223320_17.WAV,n,0.012638747692108154
329,WWF5_samples_split,5D169998_5.WAV,y,0.024878263473510742
330,WWF5_samples_split,5D29ED40_3.WAV,y,0.4654220938682556
331,WWF5_samples_split,5D287190_2.WAV,y,0.008234024047851562
332,WWF5_samples_split,5D28A2C8_5.WAV,y,0.04399511218070984
333,WWF5_samples_split,5D208AE8_5.WAV,n,0.2088945209980011
334,WWF5_samples_split,5D1870B0_18.WAV,n,0.008772730827331543
335,WWF5_samples_split,5D285ED0_7.WAV,y,0.5853462815284729
336,WWF5_samples_split,5D23C898_12.WAV,n,0.007536143064498901
337,WWF5_samples_split,5D1B1608_17.WAV,n,0.009700953960418701
338,WWF5_samples_split,5D1D0DF0_11.WAV,n,0.011432081460952759
339,WWF5_samples_split,5D2F0460_4.WAV,y,0.01401972770690918
340,WWF5_samples_split,5D169998_16.WAV,y,0.007465869188308716
341,WWF5_samples_split,5D169290_3.WAV,y,0.10052147507667542
342,WWF5_samples_split,5D2C0D00_18.WAV,y,0.02550297975540161
343,WWF5_samples_split,5D169998_0.WAV,n,0.012129157781600952
344,WWF5_samples_split,5D28A2C8_11.WAV,y,0.0679364800453186
345,WWF5_samples_split,5D1D0DF0_17.WAV,y,0.9831193685531616
346,WWF5_samples_split,5D28A2C8_3.WAV,y,0.014119505882263184
347,WWF5_samples_split,5D26BB48_3.WAV,y,0.016059696674346924
348,WWF5_samples_split,5D1B1608_1.WAV,y,0.00944596529006958
349,WWF5_samples_split,5D2DD608_9.WAV,y,0.14453953504562378
350,WWF5_samples_split,5D1F6398_0.WAV,y,0.04545104503631592
351,WWF5_samples_split,5D1870B0_3.WAV,y,0.015802502632141113
352,WWF5_samples_split,5D1A3C10_13.WAV,y,0.02836868166923523
353,WWF5_samples_split,5D2C0D00_6.WAV,n,0.011183947324752808
354,WWF5_samples_split,5D169998_14.WAV,y,0.006778925657272339
355,WWF5_samples_split,5D2C0D00_1.WAV,y,0.14415284991264343
356,WWF5_samples_split,5D2DD608_10.WAV,y,0.20725053548812866
357,WWF5_samples_split,5D1E4A58_14.WAV,n,0.01271316409111023
358,WWF5_samples_split,5D1D0DF0_1.WAV,y,0.04513046145439148
359,WWF5_samples_split,5D1524F0_16.WAV,y,0.8820569515228271
360,WWF5_samples_split,5D28A2C8_12.WAV,n,0.011862874031066895
361,WWF5_samples_split,5D23C898_13.WAV,y,0.007309913635253906
362,WWF5_samples_split,5D169290_4.WAV,y,0.016951292753219604
363,WWF5_samples_split,5D2F0460_5.WAV,y,0.5654959082603455
364,WWF5_samples_split,5D169998_15.WAV,n,0.008700400590896606
365,WWF5_samples_split,5D2DD608_6.WAV,y,0.40313243865966797
366,WWF5_samples_split,5D1EDBA8_17.WAV,y,0.009442150592803955
367,WWF5_samples_split,5D1B1608_12.WAV,n,0.012143820524215698
368,WWF5_samples_split,5D29ED40_15.WAV,y,0.03545525670051575
369,WWF5_samples_split,5D208AE8_8.WAV,y,0.061305850744247437
370,WWF5_samples_split,5D1EDBA8_5.WAV,n,0.007820993661880493
371,WWF5_samples_split,5D20C7D8_14.WAV,n,0.0163266658782959
372,WWF5_samples_split,5D1F0128_4.WAV,y,0.00713697075843811
373,WWF5_samples_split,5D1D0DF0_10.WAV,y,0.32409656047821045
374,WWF5_samples_split,5D1F6398_14.WAV,y,0.4145345091819763
375,WWF5_samples_split,5D29ED40_1.WAV,y,0.04668954014778137
376,WWF5_samples_split,5D1524F0_14.WAV,y,0.8185881972312927
377,WWF5_samples_split,5D28A2C8_7.WAV,n,0.013371169567108154
378,WWF5_samples_split,5D2DD608_5.WAV,y,0.031575024127960205
379,WWF5_samples_split,5D287190_14.WAV,y,0.0072522759437561035
380,WWF5_samples_split,5D2C0D00_7.WAV,y,0.012362539768218994
381,WWF5_samples_split,5D1F0128_14.WAV,n,0.018855154514312744
382,WWF5_samples_split,5D20C7D8_0.WAV,y,0.018863707780838013
383,WWF5_samples_split,5D29ED40_14.WAV,y,0.14794829487800598
384,WWF5_samples_split,5D2DD608_8.WAV,n,0.07069161534309387
385,WWF5_samples_split,5D28A2C8_19.WAV,n,0.009262561798095703
