Folder,Clip,Bird(s)?
WWF5_samples_split,5D1F0128_8.WAV,n
WWF5_samples_split,5D2F0460_18.WAV,y
WWF5_samples_split,5D20C7D8_1.WAV,n
WWF5_samples_split,5D287190_5.WAV,y
WWF5_samples_split,5D169290_12.WAV,y
WWF5_samples_split,5D1F0128_6.WAV,n
WWF5_samples_split,5D23C898_11.WAV,n
WWF5_samples_split,5D1B1608_6.WAV,y
WWF5_samples_split,5D1D0DF0_0.WAV,y
WWF5_samples_split,5D223320_14.WAV,n
WWF5_samples_split,5D1F0128_10.WAV,n
WWF5_samples_split,5D285ED0_0.WAV,n
WWF5_samples_split,5D1E4A58_5.WAV,n
WWF5_samples_split,5D1F0128_18.WAV,y
WWF5_samples_split,5D26BB48_1.WAV,y
WWF5_samples_split,5D1870B0_2.WAV,y
WWF5_samples_split,5D1B1608_2.WAV,y
WWF5_samples_split,5D1524F0_3.WAV,n
WWF5_samples_split,5D287190_6.WAV,y
WWF5_samples_split,5D1870B0_15.WAV,y
WWF5_samples_split,5D22E9F0_10.WAV,n
WWF5_samples_split,5D29ED40_0.WAV,y
WWF5_samples_split,5D26BB48_5.WAV,y
WWF5_samples_split,5D1A3C10_12.WAV,y
WWF5_samples_split,5D1A3C10_19.WAV,y
WWF5_samples_split,5D1524F0_19.WAV,n
WWF5_samples_split,5D1EDBA8_15.WAV,n
WWF5_samples_split,5D29ED40_12.WAV,y
WWF5_samples_split,5D1F6398_4.WAV,n
WWF5_samples_split,5D1F6398_10.WAV,y
WWF5_samples_split,5D169290_13.WAV,y
WWF5_samples_split,5D169998_17.WAV,n
WWF5_samples_split,5D1F6398_12.WAV,y
WWF5_samples_split,5D169290_1.WAV,y
WWF5_samples_split,5D1524F0_15.WAV,n
WWF5_samples_split,5D287190_8.WAV,n
WWF5_samples_split,5D1870B0_0.WAV,y
WWF5_samples_split,5D1B1608_10.WAV,y
WWF5_samples_split,5D22E9F0_2.WAV,y
WWF5_samples_split,5D26BB48_11.WAV,n
WWF5_samples_split,5D1E4A58_19.WAV,n
WWF5_samples_split,5D23C898_15.WAV,n
WWF5_samples_split,5D22E9F0_16.WAV,n
WWF5_samples_split,5D208AE8_18.WAV,y
WWF5_samples_split,5D22E9F0_4.WAV,n
WWF5_samples_split,5D169998_3.WAV,n
WWF5_samples_split,5D208AE8_12.WAV,n
WWF5_samples_split,5D1524F0_6.WAV,y
WWF5_samples_split,5D20C7D8_19.WAV,n
WWF5_samples_split,5D169290_5.WAV,y
WWF5_samples_split,5D2F0460_11.WAV,y
WWF5_samples_split,5D1F6398_16.WAV,y
WWF5_samples_split,5D169998_6.WAV,n
WWF5_samples_split,5D287190_15.WAV,y
WWF5_samples_split,5D2C0D00_10.WAV,y
WWF5_samples_split,5D1A3C10_1.WAV,y
WWF5_samples_split,5D285ED0_6.WAV,n
WWF5_samples_split,5D2F0460_19.WAV,y
WWF5_samples_split,5D2F0460_17.WAV,y
WWF5_samples_split,5D1E4A58_16.WAV,n
WWF5_samples_split,5D1EDBA8_16.WAV,y
WWF5_samples_split,5D26BB48_19.WAV,y
WWF5_samples_split,5D20C7D8_16.WAV,n
WWF5_samples_split,5D22E9F0_3.WAV,n
WWF5_samples_split,5D20C7D8_17.WAV,n
WWF5_samples_split,5D28A2C8_13.WAV,n
WWF5_samples_split,5D169998_1.WAV,y
WWF5_samples_split,5D285ED0_13.WAV,y
WWF5_samples_split,5D1D0DF0_8.WAV,y
WWF5_samples_split,5D1B1608_19.WAV,n
WWF5_samples_split,5D223320_3.WAV,n
WWF5_samples_split,5D1870B0_16.WAV,y
WWF5_samples_split,5D2F0460_3.WAV,n
WWF5_samples_split,5D29ED40_11.WAV,y
WWF5_samples_split,5D28A2C8_9.WAV,n
WWF5_samples_split,5D23C898_17.WAV,n
WWF5_samples_split,5D28A2C8_16.WAV,n
WWF5_samples_split,5D22E9F0_17.WAV,n
WWF5_samples_split,5D22E9F0_5.WAV,n
WWF5_samples_split,5D1A3C10_8.WAV,y
WWF5_samples_split,5D28A2C8_17.WAV,y
WWF5_samples_split,5D1F6398_7.WAV,y
WWF5_samples_split,5D23C898_2.WAV,n
WWF5_samples_split,5D2DD608_13.WAV,y
WWF5_samples_split,5D1F6398_17.WAV,y
WWF5_samples_split,5D20C7D8_15.WAV,n
WWF5_samples_split,5D1524F0_9.WAV,n
WWF5_samples_split,5D169998_7.WAV,n
WWF5_samples_split,5D285ED0_5.WAV,y
WWF5_samples_split,5D2F0460_9.WAV,y
WWF5_samples_split,5D1E4A58_17.WAV,n
WWF5_samples_split,5D29ED40_5.WAV,y
WWF5_samples_split,5D23C898_3.WAV,y
WWF5_samples_split,5D2F0460_12.WAV,y
WWF5_samples_split,5D29ED40_2.WAV,y
WWF5_samples_split,5D2F0460_15.WAV,y
WWF5_samples_split,5D23C898_16.WAV,n
WWF5_samples_split,5D223320_7.WAV,n
WWF5_samples_split,5D1D0DF0_2.WAV,y
WWF5_samples_split,5D2DD608_3.WAV,y
WWF5_samples_split,5D169290_14.WAV,y
WWF5_samples_split,5D208AE8_1.WAV,n
WWF5_samples_split,5D22E9F0_12.WAV,n
WWF5_samples_split,5D1E4A58_18.WAV,n
WWF5_samples_split,5D223320_10.WAV,n
WWF5_samples_split,5D26BB48_17.WAV,y
WWF5_samples_split,5D285ED0_16.WAV,y
WWF5_samples_split,5D26BB48_6.WAV,y
WWF5_samples_split,5D285ED0_8.WAV,y
WWF5_samples_split,5D1E4A58_7.WAV,n
WWF5_samples_split,5D1EDBA8_19.WAV,n
WWF5_samples_split,5D1870B0_11.WAV,y
WWF5_samples_split,5D223320_9.WAV,n
WWF5_samples_split,5D28A2C8_18.WAV,n
WWF5_samples_split,5D23C898_0.WAV,n
WWF5_samples_split,5D169998_10.WAV,n
WWF5_samples_split,5D1D0DF0_16.WAV,n
WWF5_samples_split,5D1F6398_13.WAV,y
WWF5_samples_split,5D223320_18.WAV,n
WWF5_samples_split,5D1EDBA8_4.WAV,n
WWF5_samples_split,5D1524F0_7.WAV,y
WWF5_samples_split,5D2C0D00_9.WAV,n
WWF5_samples_split,5D223320_5.WAV,n
WWF5_samples_split,5D285ED0_9.WAV,n
WWF5_samples_split,5D1F0128_1.WAV,y
WWF5_samples_split,5D23C898_9.WAV,n
WWF5_samples_split,5D29ED40_7.WAV,y
WWF5_samples_split,5D285ED0_17.WAV,y
WWF5_samples_split,5D1EDBA8_1.WAV,y
WWF5_samples_split,5D169290_6.WAV,y
WWF5_samples_split,5D223320_17.WAV,n
WWF5_samples_split,5D169998_5.WAV,y
WWF5_samples_split,5D29ED40_3.WAV,y
WWF5_samples_split,5D287190_2.WAV,y
WWF5_samples_split,5D28A2C8_5.WAV,y
WWF5_samples_split,5D208AE8_5.WAV,n
WWF5_samples_split,5D1870B0_18.WAV,n
WWF5_samples_split,5D285ED0_7.WAV,y
WWF5_samples_split,5D23C898_12.WAV,n
WWF5_samples_split,5D1B1608_17.WAV,n
WWF5_samples_split,5D1D0DF0_11.WAV,n
WWF5_samples_split,5D2F0460_4.WAV,y
WWF5_samples_split,5D169998_16.WAV,y
WWF5_samples_split,5D169290_3.WAV,y
WWF5_samples_split,5D2C0D00_18.WAV,y
WWF5_samples_split,5D169998_0.WAV,n
WWF5_samples_split,5D28A2C8_11.WAV,y
WWF5_samples_split,5D1D0DF0_17.WAV,y
WWF5_samples_split,5D28A2C8_3.WAV,y
WWF5_samples_split,5D26BB48_3.WAV,y
WWF5_samples_split,5D1B1608_1.WAV,y
WWF5_samples_split,5D2DD608_9.WAV,y
WWF5_samples_split,5D1F6398_0.WAV,y
WWF5_samples_split,5D1870B0_3.WAV,y
WWF5_samples_split,5D1A3C10_13.WAV,y
WWF5_samples_split,5D2C0D00_6.WAV,n
WWF5_samples_split,5D169998_14.WAV,y
WWF5_samples_split,5D2C0D00_1.WAV,y
WWF5_samples_split,5D2DD608_10.WAV,y
WWF5_samples_split,5D1E4A58_14.WAV,n
WWF5_samples_split,5D1D0DF0_1.WAV,y
WWF5_samples_split,5D1524F0_16.WAV,y
WWF5_samples_split,5D28A2C8_12.WAV,n
WWF5_samples_split,5D23C898_13.WAV,y
WWF5_samples_split,5D169290_4.WAV,y
WWF5_samples_split,5D2F0460_5.WAV,y
WWF5_samples_split,5D169998_15.WAV,n
WWF5_samples_split,5D2DD608_6.WAV,y
WWF5_samples_split,5D1EDBA8_17.WAV,y
WWF5_samples_split,5D1B1608_12.WAV,n
WWF5_samples_split,5D29ED40_15.WAV,y
WWF5_samples_split,5D208AE8_8.WAV,y
WWF5_samples_split,5D1EDBA8_5.WAV,n
WWF5_samples_split,5D20C7D8_14.WAV,n
WWF5_samples_split,5D1F0128_4.WAV,y
WWF5_samples_split,5D1D0DF0_10.WAV,y
WWF5_samples_split,5D1F6398_14.WAV,y
WWF5_samples_split,5D29ED40_1.WAV,y
WWF5_samples_split,5D1524F0_14.WAV,y
WWF5_samples_split,5D28A2C8_7.WAV,n
WWF5_samples_split,5D2DD608_5.WAV,y
WWF5_samples_split,5D287190_14.WAV,y
WWF5_samples_split,5D2C0D00_7.WAV,y
WWF5_samples_split,5D1F0128_14.WAV,n
WWF5_samples_split,5D20C7D8_0.WAV,y
WWF5_samples_split,5D29ED40_14.WAV,y
WWF5_samples_split,5D2DD608_8.WAV,n
WWF5_samples_split,5D28A2C8_19.WAV,n
WWF5_samples_split,5D23C898_19.WAV,n
WWF5_samples_split,5D223320_4.WAV,n
WWF5_samples_split,5D1870B0_8.WAV,n
WWF5_samples_split,5D169290_17.WAV,n
WWF5_samples_split,5D1B1608_11.WAV,n
WWF5_samples_split,5D287190_10.WAV,y
WWF5_samples_split,5D1524F0_12.WAV,y
WWF5_samples_split,5D1F6398_8.WAV,y
WWF5_samples_split,5D26BB48_18.WAV,n
WWF5_samples_split,5D2C0D00_14.WAV,y
WWF5_samples_split,5D1EDBA8_10.WAV,y
WWF5_samples_split,5D285ED0_12.WAV,y
WWF5_samples_split,5D1524F0_13.WAV,n
WWF5_samples_split,5D1D0DF0_15.WAV,n
WWF5_samples_split,5D285ED0_15.WAV,y
WWF5_samples_split,5D20C7D8_3.WAV,y
WWF5_samples_split,5D1F6398_9.WAV,y
WWF5_samples_split,5D26BB48_2.WAV,y
WWF5_samples_split,5D2C0D00_17.WAV,y
WWF5_samples_split,5D1870B0_7.WAV,y
WWF5_samples_split,5D287190_11.WAV,y
WWF5_samples_split,5D2F0460_7.WAV,y
WWF5_samples_split,5D1B1608_16.WAV,n
WWF5_samples_split,5D1EDBA8_6.WAV,n
WWF5_samples_split,5D287190_3.WAV,y
WWF5_samples_split,5D1E4A58_10.WAV,n
WWF5_samples_split,5D1E4A58_13.WAV,n
WWF5_samples_split,5D1870B0_14.WAV,y
WWF5_samples_split,5D2DD608_15.WAV,y
WWF5_samples_split,5D28A2C8_8.WAV,y
WWF5_samples_split,5D1A3C10_5.WAV,n
WWF5_samples_split,5D1F6398_2.WAV,y
WWF5_samples_split,5D208AE8_2.WAV,n
WWF5_samples_split,5D1F0128_0.WAV,y
WWF5_samples_split,5D1A3C10_6.WAV,n
WWF5_samples_split,5D169290_10.WAV,y
WWF5_samples_split,5D169998_12.WAV,n
WWF5_samples_split,5D1870B0_10.WAV,y
WWF5_samples_split,5D1870B0_17.WAV,n
WWF5_samples_split,5D23C898_8.WAV,n
WWF5_samples_split,5D1D0DF0_18.WAV,y
WWF5_samples_split,5D223320_11.WAV,n
WWF5_samples_split,5D29ED40_16.WAV,y
WWF5_samples_split,5D1B1608_15.WAV,n
WWF5_samples_split,5D1F6398_6.WAV,n
WWF5_samples_split,5D2DD608_4.WAV,y
WWF5_samples_split,5D26BB48_4.WAV,y
WWF5_samples_split,5D2DD608_14.WAV,y
WWF5_samples_split,5D1F6398_19.WAV,y
WWF5_samples_split,5D20C7D8_12.WAV,n
WWF5_samples_split,5D1D0DF0_13.WAV,y
WWF5_samples_split,5D287190_1.WAV,y
WWF5_samples_split,5D20C7D8_10.WAV,n
WWF5_samples_split,5D287190_12.WAV,y
WWF5_samples_split,5D2F0460_10.WAV,y
WWF5_samples_split,5D1F0128_3.WAV,n
WWF5_samples_split,5D1A3C10_3.WAV,y
WWF5_samples_split,5D1A3C10_9.WAV,y
WWF5_samples_split,5D26BB48_14.WAV,y
WWF5_samples_split,5D1D0DF0_9.WAV,y
WWF5_samples_split,5D285ED0_10.WAV,y
WWF5_samples_split,5D208AE8_11.WAV,n
WWF5_samples_split,5D223320_19.WAV,n
WWF5_samples_split,5D285ED0_18.WAV,y
WWF5_samples_split,5D2F0460_13.WAV,y
WWF5_samples_split,5D208AE8_14.WAV,n
WWF5_samples_split,5D1D0DF0_14.WAV,y
WWF5_samples_split,5D208AE8_0.WAV,n
WWF5_samples_split,5D1870B0_19.WAV,n
WWF5_samples_split,5D1EDBA8_12.WAV,n
WWF5_samples_split,5D169290_9.WAV,y
WWF5_samples_split,5D287190_0.WAV,y
WWF5_samples_split,5D23C898_18.WAV,n
WWF5_samples_split,5D1F0128_9.WAV,n
WWF5_samples_split,5D28A2C8_1.WAV,y
WWF5_samples_split,5D169290_19.WAV,y
WWF5_samples_split,5D1E4A58_4.WAV,n
WWF5_samples_split,5D1EDBA8_14.WAV,n
WWF5_samples_split,5D26BB48_0.WAV,y
WWF5_samples_split,5D29ED40_6.WAV,y
WWF5_samples_split,5D1B1608_18.WAV,n
WWF5_samples_split,5D1E4A58_6.WAV,n
WWF5_samples_split,5D169290_7.WAV,y
WWF5_samples_split,5D28A2C8_4.WAV,y
WWF5_samples_split,5D20C7D8_18.WAV,n
WWF5_samples_split,5D22E9F0_0.WAV,n
WWF5_samples_split,5D22E9F0_1.WAV,y
WWF5_samples_split,5D1A3C10_18.WAV,y
WWF5_samples_split,5D208AE8_17.WAV,y
WWF5_samples_split,5D287190_7.WAV,y
WWF5_samples_split,5D223320_13.WAV,n
WWF5_samples_split,5D29ED40_8.WAV,y
WWF5_samples_split,5D1D0DF0_3.WAV,y
WWF5_samples_split,5D23C898_6.WAV,n
AM25_samples_split,20190703_083000_2.WAV,y
AM25_samples_split,20190629_124000_7.WAV,y
AM25_samples_split,20190619_135000_5.WAV,y
AM25_samples_split,20190629_025000_0.WAV,n
AM25_samples_split,20190619_035000_17.WAV,y
AM25_samples_split,20190623_000000_6.WAV,n
AM25_samples_split,20190624_033000_11.WAV,n
AM25_samples_split,20190702_103000_9.WAV,y
AM25_samples_split,20190620_175000_15.WAV,n
AM25_samples_split,20190705_171000_13.WAV,n
AM25_samples_split,20190617_064000_1.WAV,y
AM25_samples_split,20190621_072000_9.WAV,y
AM25_samples_split,20190617_064000_12.WAV,y
AM25_samples_split,20190623_202000_0.WAV,n
AM25_samples_split,20190703_083000_10.WAV,n
AM25_samples_split,20190629_124000_6.WAV,y
AM25_samples_split,20190703_083000_9.WAV,n
AM25_samples_split,20190620_175000_0.WAV,n
AM25_samples_split,20190623_202000_18.WAV,y
AM25_samples_split,20190624_033000_2.WAV,n
AM25_samples_split,20190621_072000_18.WAV,y
AM25_samples_split,20190620_175000_4.WAV,n
AM25_samples_split,20190624_033000_14.WAV,n
AM25_samples_split,20190619_135000_2.WAV,y
AM25_samples_split,20190624_033000_9.WAV,n
AM25_samples_split,20190629_092000_13.WAV,y
AM25_samples_split,20190630_060000_8.WAV,n
AM25_samples_split,20190630_060000_15.WAV,n
AM25_samples_split,20190705_171000_14.WAV,n
AM25_samples_split,20190617_110000_7.WAV,y
AM25_samples_split,20190620_175000_9.WAV,n
AM25_samples_split,20190623_000000_14.WAV,n
AM25_samples_split,20190623_202000_15.WAV,n
AM25_samples_split,20190620_175000_8.WAV,n
AM25_samples_split,20190623_000000_2.WAV,y
AM25_samples_split,20190620_175000_11.WAV,n
AM25_samples_split,20190619_135000_13.WAV,y
AM25_samples_split,20190617_110000_2.WAV,y
AM25_samples_split,20190629_092000_7.WAV,n
AM25_samples_split,20190622_114000_14.WAV,y
AM25_samples_split,20190623_202000_8.WAV,n
AM25_samples_split,20190628_232000_2.WAV,n
AM25_samples_split,20190621_072000_7.WAV,n
AM25_samples_split,20190624_033000_0.WAV,n
AM25_samples_split,20190629_092000_9.WAV,n
AM25_samples_split,20190623_000000_7.WAV,n
AM25_samples_split,20190628_232000_5.WAV,n
AM25_samples_split,20190701_203000_9.WAV,y
AM25_samples_split,20190629_124000_13.WAV,y
AM25_samples_split,20190617_064000_7.WAV,n
AM25_samples_split,20190625_034000_16.WAV,n
AM25_samples_split,20190629_124000_4.WAV,y
AM25_samples_split,20190628_232000_10.WAV,n
AM25_samples_split,20190629_234000_17.WAV,n
AM25_samples_split,20190629_124000_3.WAV,y
AM25_samples_split,20190617_064000_13.WAV,y
AM25_samples_split,20190702_103000_2.WAV,n
AM25_samples_split,20190624_033000_13.WAV,n
AM25_samples_split,20190624_033000_12.WAV,y
AM25_samples_split,20190620_175000_12.WAV,n
AM25_samples_split,20190620_175000_6.WAV,n
AM25_samples_split,20190702_081000_2.WAV,n
AM25_samples_split,20190622_114000_8.WAV,y
AM25_samples_split,20190622_114000_0.WAV,y
AM25_samples_split,20190629_234000_8.WAV,n
AM25_samples_split,20190621_072000_4.WAV,n
AM25_samples_split,20190702_081000_14.WAV,n
AM25_samples_split,20190703_083000_3.WAV,n
AM25_samples_split,20190624_033000_6.WAV,y
AM25_samples_split,20190701_203000_7.WAV,y
AM25_samples_split,20190617_110000_4.WAV,y
AM25_samples_split,20190629_025000_12.WAV,n
AM25_samples_split,20190619_035000_11.WAV,n
AM25_samples_split,20190619_035000_9.WAV,y
AM25_samples_split,20190619_135000_7.WAV,y
AM25_samples_split,20190617_110000_6.WAV,y
AM25_samples_split,20190629_092000_15.WAV,n
AM25_samples_split,20190702_103000_4.WAV,n
AM25_samples_split,20190629_234000_12.WAV,n
AM25_samples_split,20190619_135000_10.WAV,y
AM25_samples_split,20190617_110000_16.WAV,y
