IN FILE,CLIP LENGTH,OFFSET,DURATION,MAX FREQ,MIN FREQ,SAMPLE RATE,MANUAL ID,TIME_SPENT,LAST MOD BY,LAST MOD DATE
20210812_095000.WAV,60,58.15,1.6733,24000,0,384000,1 Birds,84.829,JacobGlennAyers 09/15/2021, 03:13:41
20210812_130000.WAV,60,1.73,0.3267,24000,0,384000,1 Birds,388.976,kdickey 09/17/2021, 23:43:52
20210812_130000.WAV,60,11.2367,2.2133,24000,0,384000,Wrentit,388.991,kdickey 09/17/2021, 23:43:52
20210812_130000.WAV,60,52.3804,3.7994,24000,0,384000,Wrentit,94.187,kdickey 09/17/2021, 23:43:52
20210814_161000.WAV,60,50.0508,4.2693,24000,0,384000,Anna's Hummingbird,80.176,kdickey 09/10/2021, 22:44:15
20210814_231000.WAV,60,0.0592,5.999,24000,0,384000,California Towhee,99.065,kdickey 09/09/2021, 00:33:18
20210814_231000.WAV,60,33.3836,3.5794,24000,0,384000,Wrentit,150.659,kdickey 09/09/2021, 00:34:10
20210814_231000.WAV,60,37.4429,4.4593,24000,0,384000,Wrentit,183.696,kdickey 09/09/2021, 00:34:43
20210817_052000.WAV,60,58.3033,1.3334,24000,0,384000,1 No Birds,80.085,JacobGlennAyers 09/15/2021, 03:15:54
20210817_141000.WAV,60,5.47,0.4,24000,0,384000,California Thrasher,37.877,JacobGlennAyers 09/15/2021, 03:16:33
20210817_141000.WAV,60,0.67,1.2267,24000,0,384000,1 Birds,37.87,JacobGlennAyers 09/15/2021, 03:16:33
20210818_034000.WAV,60,50.1908,3.2795,24000,0,384000,1 No Birds,40.367,kdickey 09/11/2021, 00:31:09
20210818_041000.WAV,60,3.195,1.05,24000,0,384000,Common Poorwill,107.456,JacobGlennAyers 09/15/2021, 02:32:18
20210818_071000.WAV,60,58.805,1.16,24000,0,384000,1 No Birds,95.251,JacobGlennAyers 09/15/2021, 02:33:55
20210818_123000.WAV,60,0.005,0.46,24000,0,384000,Common Poorwill,101.524,JacobGlennAyers 09/15/2021, 02:35:37
20210818_123000.WAV,60,48.255,0.78,24000,0,384000,1 Birds,101.525,JacobGlennAyers 09/15/2021, 02:35:37
20210818_205000.WAV,60,33.005,0.17,24000,0,384000,California Towhee,102.334,JacobGlennAyers 09/15/2021, 02:37:20
20210819_022000.WAV,60,14.685,0.16,24000,0,384000,Wrentit,3849.85,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,14.245,0.15,24000,0,384000,Wrentit,3849.85,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,11.455,0.14,24000,0,384000,Wrentit,3849.86,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,8.535,2.89,24000,0,384000,Wrentit,3849.85,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,24.075,0.14,24000,0,384000,California Towhee,3849.86,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,0.005,0.28,24000,0,384000,Wrentit,3849.85,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,14.465,0.17,24000,0,384000,Wrentit,3849.85,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,1.715,4.06,24000,0,384000,Wrentit,3849.85,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,15.115,0.16,24000,0,384000,Wrentit,3849.85,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,12.315,0.15,24000,0,384000,Wrentit,3849.87,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,11.745,0.14,24000,0,384000,Wrentit,3849.87,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,15.325,0.19,24000,0,384000,Wrentit,3849.85,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,12.005,0.2,24000,0,384000,Wrentit,3849.87,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,14.885,0.18,24000,0,384000,Wrentit,3849.86,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,13.985,0.18,24000,0,384000,Wrentit,3849.86,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,12.595,0.14,24000,0,384000,Wrentit,3849.87,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,13.775,0.15,24000,0,384000,Wrentit,3849.86,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,13.535,0.17,24000,0,384000,Wrentit,3849.86,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,12.805,0.17,24000,0,384000,Wrentit,3849.87,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,13.055,0.17,24000,0,384000,Wrentit,3849.87,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,13.255,0.17,24000,0,384000,Wrentit,3849.87,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,19.585,2.72,24000,0,384000,Wrentit,3849.88,arathbone 09/23/2021, 02:16:05
20210819_022000.WAV,60,27.28,2.32,24000,0,384000,Wrentit,3633.79,arathbone 09/23/2021, 02:16:05
20210819_061000.WAV,60,59.015,0.97,24000,0,384000,1 No Birds,91.826,JacobGlennAyers 09/15/2021, 02:27:25
20210819_170000.WAV,60,24.6425,0.66,24000,0,384000,1 Birds,1162.91,mtobler 09/13/2021, 23:31:54
20210819_170000.WAV,60,30.7525,0.67,24000,0,384000,1 Birds,1162.91,mtobler 09/13/2021, 23:31:54
20210819_170000.WAV,60,8.6225,0.42,24000,0,384000,Song Sparrow,1162.91,mtobler 09/13/2021, 23:31:54
20210819_170000.WAV,60,28.7025,0.51,24000,0,384000,1 Birds,1162.94,mtobler 09/13/2021, 23:31:54
20210819_170000.WAV,60,39.5625,0.59,24000,0,384000,1 Birds,1162.95,mtobler 09/13/2021, 23:31:54
20210819_170000.WAV,60,40.7925,0.53,24000,0,384000,Anna's Hummingbird,1162.95,mtobler 09/13/2021, 23:31:54
20210819_170000.WAV,60,46.7425,4.38,24000,0,384000,Anna's Hummingbird,1162.96,mtobler 09/13/2021, 23:31:54
20210819_170000.WAV,60,56.7525,3.2475,24000,0,384000,Anna's Hummingbird,1162.96,mtobler 09/13/2021, 23:31:54
20210819_170000.WAV,60,52.3425,3.22,24000,0,384000,Anna's Hummingbird,1162.96,mtobler 09/13/2021, 23:31:54
20210819_215000.WAV,60,58.955,0.98,24000,0,384000,1 No Birds,90.831,JacobGlennAyers 09/15/2021, 02:28:57
20210820_102000.WAV,60,59.125,0.83,24000,0,384000,1 No Birds,90.429,JacobGlennAyers 09/15/2021, 02:30:29
20210821_015000.WAV,60,59.715,0.11,24000,0,384000,California Towhee,849.662,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,6.875,0.17,24000,0,384000,California Thrasher,849.609,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,57.935,0.21,24000,0,384000,California Thrasher,849.659,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,7.225,0.35,24000,0,384000,California Thrasher,849.611,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,10.225,0.28,24000,0,384000,California Thrasher,849.617,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,10.565,0.31,24000,0,384000,California Thrasher,849.618,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,7.635,0.83,24000,0,384000,California Thrasher,849.612,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,9.855,0.34,24000,0,384000,California Thrasher,849.615,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,58.185,0.13,24000,0,384000,California Towhee,849.661,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,8.725,0.24,24000,0,384000,California Thrasher,849.613,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,57.265,0.25,24000,0,384000,California Thrasher,849.659,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,9.145,0.21,24000,0,384000,California Thrasher,849.613,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,9.475,0.14,24000,0,384000,California Thrasher,849.614,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,55.375,0.71,24000,0,384000,California Thrasher,849.657,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,56.275,0.16,24000,0,384000,California Towhee,849.658,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,11.195,0.51,24000,0,384000,California Thrasher,849.619,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,54.565,0.4,24000,0,384000,California Thrasher,849.657,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,53.835,0.55,24000,0,384000,California Thrasher,849.656,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,11.835,0.26,24000,0,384000,California Thrasher,849.62,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,12.175,1.21,24000,0,384000,California Thrasher,849.621,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,52.905,0.56,24000,0,384000,California Thrasher,849.655,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,14.085,0.27,24000,0,384000,California Thrasher,849.621,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,51.905,0.14,24000,0,384000,California Towhee,849.654,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,50.505,0.96,24000,0,384000,California Thrasher,849.653,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,49.835,0.21,24000,0,384000,California Thrasher,849.653,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,15.135,0.23,24000,0,384000,California Thrasher,849.622,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,15.845,0.16,24000,0,384000,California Thrasher,849.623,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,49.245,0.16,24000,0,384000,California Thrasher,849.652,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,16.535,0.28,24000,0,384000,California Thrasher,849.624,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,48.605,0.49,24000,0,384000,California Thrasher,849.652,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,17.015,0.89,24000,0,384000,California Thrasher,849.624,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,20.285,0.25,24000,0,384000,California Thrasher,849.625,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,20.925,0.14,24000,0,384000,California Thrasher,849.625,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,48.195,0.34,24000,0,384000,California Thrasher,849.651,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,21.345,0.14,24000,0,384000,California Thrasher,849.626,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,47.775,0.22,24000,0,384000,California Thrasher,849.651,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,47.685,0.14,24000,0,384000,California Towhee,849.65,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,21.715,0.18,24000,0,384000,California Thrasher,849.627,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,46.855,0.22,24000,0,384000,California Thrasher,849.649,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,21.995,0.29,24000,0,384000,California Thrasher,849.628,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,46.415,0.25,24000,0,384000,California Thrasher,849.649,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,22.475,0.26,24000,0,384000,California Thrasher,849.628,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,46.015,0.23,24000,0,384000,California Thrasher,849.648,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,45.505,0.29,24000,0,384000,California Thrasher,849.647,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,22.895,0.1,24000,0,384000,California Thrasher,849.63,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,45.085,0.18,24000,0,384000,California Thrasher,849.646,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,23.215,0.34,24000,0,384000,California Thrasher,849.631,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,23.685,0.51,24000,0,384000,California Thrasher,849.631,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,41.305,0.81,24000,0,384000,California Thrasher,849.645,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,24.645,0.37,24000,0,384000,California Thrasher,849.633,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,42.695,0.29,24000,0,384000,California Thrasher,849.646,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,40.555,0.52,24000,0,384000,California Thrasher,849.644,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,25.215,0.52,24000,0,384000,California Thrasher,849.633,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,26.325,0.59,24000,0,384000,California Thrasher,849.634,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,39.955,0.38,24000,0,384000,California Thrasher,849.643,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,39.545,0.19,24000,0,384000,California Thrasher,849.643,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,27.305,0.7,24000,0,384000,California Thrasher,849.634,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,38.225,0.83,24000,0,384000,California Thrasher,849.642,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,37.675,0.25,24000,0,384000,California Thrasher,849.642,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,37.045,0.53,24000,0,384000,California Thrasher,849.641,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,30.095,0.22,24000,0,384000,California Thrasher,849.635,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,28.385,0.99,24000,0,384000,California Thrasher,849.635,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,30.715,0.22,24000,0,384000,California Thrasher,849.636,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,36.355,0.47,24000,0,384000,California Thrasher,849.641,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,32.225,0.25,24000,0,384000,California Thrasher,849.637,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,35.735,0.55,24000,0,384000,California Thrasher,849.64,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,32.675,0.58,24000,0,384000,California Thrasher,849.637,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,34.945,0.49,24000,0,384000,California Thrasher,849.64,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,33.605,0.2,24000,0,384000,California Thrasher,849.638,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,34.205,0.38,24000,0,384000,California Thrasher,849.639,JacobGlennAyers 09/15/2021, 02:08:51
20210821_015000.WAV,60,23.045,0.12,24000,0,384000,California Thrasher,849.63,JacobGlennAyers 09/15/2021, 02:08:52
20210821_182000.WAV,60,3.325,0.12,24000,0,384000,California Towhee,272,arathbone 09/23/2021, 01:11:27
20210821_182000.WAV,60,8.105,0.69,24000,0,384000,1 Birds,272.003,arathbone 09/23/2021, 01:11:27
20210821_182000.WAV,60,46.97,2.24,24000,0,384000,Wrentit,173.673,arathbone 09/23/2021, 01:11:27
20210821_182000.WAV,60,29.58,2.98,24000,0,384000,Wrentit,173.672,arathbone 09/23/2021, 01:11:27
20210822_085000.WAV,60,0,0.605,24000,0,384000,Common Poorwill,196.276,JacobGlennAyers 09/15/2021, 02:17:57
20210822_085000.WAV,60,22.705,0.6,24000,0,384000,Common Poorwill,196.279,JacobGlennAyers 09/15/2021, 02:17:57
20210822_085000.WAV,60,34.305,0.56,24000,0,384000,Common Poorwill,196.284,JacobGlennAyers 09/15/2021, 02:17:57
20210822_085000.WAV,60,28.555,0.51,24000,0,384000,Common Poorwill,196.282,JacobGlennAyers 09/15/2021, 02:17:57
20210822_085000.WAV,60,46.965,0.51,24000,0,384000,Common Poorwill,196.285,JacobGlennAyers 09/15/2021, 02:17:57
20210822_085000.WAV,60,2.795,0.59,24000,0,384000,Common Poorwill,196.277,JacobGlennAyers 09/15/2021, 02:17:57
20210822_085000.WAV,60,31.135,0.53,24000,0,384000,Common Poorwill,196.284,JacobGlennAyers 09/15/2021, 02:17:57
20210822_085000.WAV,60,26.435,0.52,24000,0,384000,Common Poorwill,196.28,JacobGlennAyers 09/15/2021, 02:17:57
20210822_085000.WAV,60,8.715,0.51,24000,0,384000,Common Poorwill,196.278,JacobGlennAyers 09/15/2021, 02:17:57
20210822_085000.WAV,60,5.795,0.57,24000,0,384000,Common Poorwill,196.277,JacobGlennAyers 09/15/2021, 02:17:57
20210822_085000.WAV,60,20.675,0.55,24000,0,384000,Common Poorwill,196.278,JacobGlennAyers 09/15/2021, 02:17:57
20210822_085000.WAV,60,11.755,0.6,24000,0,384000,Common Poorwill,196.278,JacobGlennAyers 09/15/2021, 02:17:57
20210822_155000.WAV,60,7.8579,2.2596,24000,0,384000,American Crow,3141.12,kdickey 09/07/2021, 22:31:05
20210822_155000.WAV,60,0.0592,1.2897,24000,0,384000,Anna's Hummingbird,3166.16,kdickey 09/07/2021, 22:31:30
20210822_155000.WAV,60,26.4748,7.6087,24000,0,384000,Northern Mockingbird,3233.19,kdickey 09/07/2021, 22:32:37
20210822_155000.WAV,60,5.9582,1.7097,24000,0,384000,Anna's Hummingbird,33.798,kdickey 09/08/2021, 17:40:53
20210822_155000.WAV,60,17.0263,9.0485,24000,0,384000,Anna's Hummingbird,70.23,kdickey 09/08/2021, 17:41:29
20210822_155000.WAV,60,46.1115,9.0585,24000,0,384000,1 Birds,137.722,kdickey 09/08/2021, 17:42:37
20210822_155000.WAV,60,34.5834,7.9587,24000,0,384000,Anna's Hummingbird,161.67,kdickey 09/08/2021, 17:43:01
20210822_155000.WAV,60,56.1006,3.8994,24000,0,384000,Anna's Hummingbird,300.202,kdickey 09/08/2021, 17:43:27
20210822_155000.WAV,60,42.972,2.4596,24000,0,384000,Anna's Hummingbird,251.372,kdickey 09/08/2021, 17:44:30
20210823_111000.WAV,60,44.695,0.45,24000,0,384000,Common Poorwill,423.95,arathbone 09/26/2021, 01:33:19
20210823_193000.WAV,60,14.445,0.16,24000,0,384000,1 Birds,251.159,arathbone 09/23/2021, 01:15:31
20210823_193000.WAV,60,7.445,0.2,24000,0,384000,1 Birds,251.159,arathbone 09/23/2021, 01:15:31
20210811_025000.WAV,60,3.915,0.2,24000,0,384000,Wrentit,184.522,JacobGlennAyers 09/15/2021, 00:20:19
20210811_025000.WAV,60,42.115,0.24,24000,0,384000,1 Birds,184.531,JacobGlennAyers 09/15/2021, 00:20:19
20210811_025000.WAV,60,39.085,0.16,24000,0,384000,1 Birds,184.529,JacobGlennAyers 09/15/2021, 00:20:19
20210811_025000.WAV,60,33.525,0.25,24000,0,384000,1 Birds,184.524,JacobGlennAyers 09/15/2021, 00:20:19
20210811_025000.WAV,60,37.415,0.16,24000,0,384000,1 Birds,184.528,JacobGlennAyers 09/15/2021, 00:20:19
20210811_025000.WAV,60,5.575,0.23,24000,0,384000,Wrentit,184.523,JacobGlennAyers 09/15/2021, 00:20:20
20210811_025000.WAV,60,40.725,0.11,24000,0,384000,1 Birds,184.53,JacobGlennAyers 09/15/2021, 00:20:20
20210811_025000.WAV,60,39.595,0.18,24000,0,384000,1 Birds,184.53,JacobGlennAyers 09/15/2021, 00:20:20
20210811_025000.WAV,60,36.895,0.16,24000,0,384000,1 Birds,184.527,JacobGlennAyers 09/15/2021, 00:20:20
20210811_025000.WAV,60,34.105,0.24,24000,0,384000,1 Birds,184.525,JacobGlennAyers 09/15/2021, 00:20:20
20210811_025000.WAV,60,36.355,0.31,24000,0,384000,1 Birds,184.527,JacobGlennAyers 09/15/2021, 00:20:20
20210811_025000.WAV,60,34.745,0.24,24000,0,384000,1 Birds,184.525,JacobGlennAyers 09/15/2021, 00:20:20
20210811_025000.WAV,60,40.965,0.15,24000,0,384000,1 Birds,198.45,JacobGlennAyers 09/15/2021, 00:20:33
20210811_053000.WAV,60,58.965,1.03,24000,0,384000,1 No Birds,132.915,JacobGlennAyers 09/15/2021, 00:22:48
20210811_163000.WAV,60,56.0125,0.5,24000,0,384000,1 No Birds,148.931,mhales 09/12/2021, 20:28:22
20210812_143000.WAV,60,56.415,0.17,24000,0,384000,1 Birds,942.568,JacobGlennAyers 09/15/2021, 00:38:33
20210812_143000.WAV,60,56.555,0.18,24000,0,384000,1 Birds,942.569,JacobGlennAyers 09/15/2021, 00:38:33
20210812_143000.WAV,60,17.095,0.18,24000,0,384000,1 Birds,942.536,JacobGlennAyers 09/15/2021, 00:38:33
20210812_143000.WAV,60,53.035,0.24,24000,0,384000,1 Birds,942.567,JacobGlennAyers 09/15/2021, 00:38:33
20210812_143000.WAV,60,4.655,0.26,24000,0,384000,1 Birds,942.528,JacobGlennAyers 09/15/2021, 00:38:33
20210812_143000.WAV,60,11.805,0.17,24000,0,384000,1 Birds,942.532,JacobGlennAyers 09/15/2021, 00:38:33
